cod_ibge,ano,pib,impostos_liquidos,va_agropecuaria,va_industria,va_servicos,va_adespss
1720150,2020,27244000,615000,6599000,749000,4480000,14801000
1720150,2021,36541000,974000,11872000,1042000,6035000,16617000
1720200,2010,45731000,873000,3343000,1981000,6494000,33040000
1720200,2011,51247000,961000,3104000,2703000,6914000,37565000
1720200,2012,56486000,1089000,3534000,2890000,8104000,40868000
1720200,2013,69378000,1352000,3888000,3270000,11618000,49250000
1720200,2014,74569000,1480000,5024000,3106000,12840000,52118000
1720200,2015,81610000,2078000,5602000,3015000,14678000,56238000
1720200,2016,97206000,3433000,5877000,3447000,20454000,63995000
1720200,2017,102465000,3539000,5882000,4341000,23163000,65539000
1720200,2018,105834000,3251000,5492000,4113000,20961000,72016000
1720200,2019,221633000,4492000,109129000,4474000,21875000,81663000
1720200,2020,167504000,3943000,48982000,4994000,24968000,84618000
1720200,2021,255814000,5484000,127108000,5606000,27538000,90078000
1720259,2010,31646000,1102000,2502000,12659000,4980000,10403000
1720259,2011,20839000,784000,2702000,1417000,3761000,12175000
1720259,2012,22803000,683000,3132000,1380000,4084000,13524000
1720259,2013,25810000,690000,3570000,1054000,4644000,15852000
1720259,2014,26710000,638000,4061000,778000,4955000,16278000
1720259,2015,28872000,840000,4951000,745000,5217000,17119000
1720259,2016,32548000,1113000,5839000,676000,5691000,19230000
1720259,2017,33926000,1137000,5769000,968000,6580000,19472000
1720259,2018,36683000,1277000,5563000,977000,7159000,21707000
1720259,2019,36449000,925000,5775000,1093000,6094000,22563000
1720259,2020,42146000,1145000,8222000,1203000,7022000,24554000
1720259,2021,49467000,1507000,13227000,1306000,7023000,26404000
1720309,2010,21422000,473000,2868000,1262000,3153000,13666000
1720309,2011,25113000,586000,2721000,2025000,3795000,15985000
1720309,2012,28432000,701000,2951000,2271000,4889000,17619000
1720309,2013,33802000,743000,3347000,2636000,5484000,21591000
1720309,2014,36404000,751000,4431000,2579000,5906000,22737000
1720309,2015,37170000,866000,5126000,1866000,5568000,23744000
1720309,2016,41213000,929000,5926000,1766000,5703000,26888000
1720309,2017,44264000,1167000,6771000,2365000,6609000,27353000
1720309,2018,46328000,1129000,6659000,2128000,6861000,29552000
1720309,2019,50359000,1210000,6904000,2328000,7204000,32712000
1720309,2020,55143000,1214000,9721000,2716000,7660000,33831000
1720309,2021,61804000,1384000,12540000,3517000,7889000,36475000
1720499,2010,36556000,1743000,9833000,1775000,8554000,14651000
1720499,2011,37138000,1727000,9022000,2313000,7562000,16514000
1720499,2012,40926000,2121000,9569000,2321000,9508000,17407000
1720499,2013,54167000,2546000,15718000,2323000,12376000,21204000
1720499,2014,74912000,3000000,32612000,3178000,14229000,21892000
1720499,2015,89407000,3476000,45080000,2157000,15790000,22904000
1720499,2016,69729000,3891000,23068000,1725000,15910000,25135000
1720499,2017,137087000,5016000,84152000,2356000,20660000,24902000
1720499,2018,91623000,5103000,36098000,2532000,21184000,26705000
1720499,2019,94803000,5229000,34291000,2658000,23235000,29390000
1720499,2020,134376000,5440000,72497000,3229000,24427000,28783000
1720499,2021,156734000,7579000,87585000,4580000,24105000,32885000
1720655,2010,46900000,2781000,13659000,4096000,10088000,16276000
1720655,2011,73931000,2752000,34327000,4898000,13093000,18861000
1720655,2012,81055000,2738000,35326000,6978000,14515000,21497000
1720655,2013,78217000,4313000,23264000,3630000,22095000,24916000
1720655,2014,104922000,6394000,30395000,8085000,34198000,25851000
1720655,2015,114823000,7121000,30849000,8759000,40834000,27261000
1720655,2016,115055000,6339000,42450000,3225000,32220000,30820000
1720655,2017,148305000,7591000,66509000,3444000,38571000,32190000
1720655,2018,155351000,10969000,51379000,3946000,54644000,34414000
1720655,2019,173876000,10713000,59609000,10266000,55954000,37334000
1720655,2020,199990000,12537000,75971000,8829000,63526000,39128000
1720655,2021,240329000,13779000,116883000,11768000,56858000,41042000
1720804,2010,43776000,1769000,5139000,1225000,9124000,26520000
1720804,2011,51216000,2126000,4065000,2203000,10161000,32661000
1720804,2012,56060000,2377000,4437000,2239000,12034000,34973000
1720804,2013,65038000,2423000,4904000,2093000,13768000,41850000
1720804,2014,67937000,2637000,5851000,1738000,14512000,43200000
1720804,2015,74661000,2916000,6679000,2013000,16049000,47004000
1720804,2016,87252000,4610000,7767000,2261000,19773000,52841000
1720804,2017,89596000,3872000,7551000,2481000,21611000,54082000
1720804,2018,102291000,4446000,11230000,3899000,21233000,61483000
1720804,2019,105549000,3938000,11957000,4250000,20674000,64730000
1720804,2020,113118000,4385000,17399000,4963000,21862000,64509000
1720804,2021,132862000,4965000,28314000,5546000,21917000,72119000
1720853,2010,20788000,501000,9960000,957000,2501000,6869000
1720853,2011,27023000,632000,13427000,1545000,3253000,8165000
1720853,2012,34936000,714000,19478000,2047000,4075000,8621000
1720853,2013,37139000,1115000,17891000,1548000,6581000,10004000
1720853,2014,46224000,773000,27509000,2062000,4930000,10950000
1720853,2015,54742000,1064000,34327000,1816000,5354000,12181000
1720853,2016,36642000,995000,17091000,900000,3945000,13711000
1720853,2017,58862000,1350000,34686000,1726000,6873000,14226000
1720853,2018,64195000,1346000,39065000,1742000,6871000,15171000
1720853,2019,63642000,1376000,37044000,1688000,7499000,16036000
1720853,2020,110324000,1522000,78673000,2331000,10754000,17044000
1720853,2021,532374000,3488000,494498000,2556000,12620000,19212000
1720903,2010,110350000,6893000,12958000,11568000,30888000,48043000
1720903,2011,144029000,10518000,15533000,17626000,45341000,55011000
1720903,2012,153236000,11289000,17438000,13812000,50801000,59896000
1720903,2013,193306000,13749000,22522000,13951000,71699000,71387000
1720903,2014,208493000,14609000,25826000,13274000,80566000,74218000
1720903,2015,265931000,19683000,31750000,13085000,121422000,79991000
1720903,2016,218948000,13469000,35152000,10996000,70485000,88845000
1720903,2017,230434000,13238000,30838000,22050000,73467000,90842000
1720903,2018,242038000,13872000,25198000,29937000,72131000,100900000
1720903,2019,236755000,13198000,26052000,19566000,69497000,108443000
1720903,2020,248520000,13301000,34460000,23959000,64866000,111935000
1720903,2021,318253000,15661000,81241000,32126000,68222000,121002000
1720937,2010,12508000,274000,1960000,595000,1868000,7811000
1720937,2011,13390000,326000,2179000,697000,1913000,8275000
1720937,2012,14720000,308000,2562000,757000,2204000,8889000
1720937,2013,17366000,318000,3126000,563000,2479000,10881000
1720937,2014,18739000,280000,3808000,476000,2614000,11560000
1720937,2015,20313000,435000,4227000,468000,2731000,12452000
1720937,2016,23378000,626000,4551000,824000,3142000,14235000
1720937,2017,21997000,604000,3463000,550000,3501000,13879000
1720937,2018,22975000,674000,3072000,481000,3488000,15259000
1720937,2019,27882000,989000,3927000,1170000,4437000,17358000
1720937,2020,30853000,1114000,6489000,1087000,4429000,17735000
1720937,2021,35246000,909000,9909000,872000,4183000,19373000
1720978,2010,36606000,6590000,11773000,1839000,5758000,10645000
1720978,2011,36234000,2355000,13496000,2102000,5590000,12690000
1720978,2012,42917000,2563000,17399000,2820000,6771000,13364000
1720978,2013,48192000,1975000,19134000,2809000,8806000,15468000
1720978,2014,59776000,2248000,28182000,3269000,9874000,16203000
1720978,2015,66286000,2703000,31653000,3103000,11628000,17200000
1720978,2016,65840000,3177000,27625000,2553000,12421000,20064000
1720978,2017,83396000,3987000,40387000,3386000,15768000,19869000
1720978,2018,82298000,3917000,36533000,3132000,16486000,22230000
1720978,2019,89557000,3695000,40261000,3356000,17174000,25072000
1720978,2020,123746000,3658000,73181000,3350000,18200000,25358000
1720978,2021,146708000,4690000,93130000,3816000,17592000,27479000
1721000,2010,4102952000,541408000,19583000,852193000,1861944000,827825000
1721000,2011,4407184000,599803000,35114000,794571000,2003204000,974492000
1721000,2012,4886729000,637305000,39237000,752661000,2349916000,1107610000
1721000,2013,5794789000,720312000,43035000,915433000,2772384000,1343625000
1721000,2014,6593224000,851351000,59149000,1074679000,3152078000,1455968000
1721000,2015,7394463000,897016000,49688000,1110144000,3752344000,1585272000
1721000,2016,8100689000,1059946000,54757000,914533000,4259086000,1812367000
1721000,2017,8503493000,1103772000,57023000,1092798000,4410723000,1839176000
1721000,2018,9430360000,1284993000,51055000,1134570000,4925074000,2034668000
1721000,2019,10455116000,1476908000,64381000,1181383000,5516659000,2215786000
1721000,2020,9942512000,1258285000,125465000,1011823000,5233704000,2313235000
1721000,2021,10333419000,1349530000,262385000,1102005000,5101297000,2518201000
1721109,2010,31115000,1094000,1679000,1665000,5656000,21021000
1721109,2011,37154000,1298000,2011000,2774000,5980000,25091000
1721109,2012,43215000,1859000,2175000,2426000,8657000,28098000
1721109,2013,47927000,1720000,2498000,2447000,8767000,32496000
1721109,2014,49172000,1559000,2889000,2146000,8470000,34107000
1721109,2015,58998000,1767000,3226000,6912000,9807000,37286000
1721109,2016,61070000,2096000,6638000,1990000,9540000,40807000
1721109,2017,67831000,2456000,8192000,3146000,13030000,41007000
1721109,2018,71807000,2533000,10041000,1874000,11993000,45366000
1721109,2019,129131000,3269000,51863000,5138000,18150000,50712000
1721109,2020,134695000,3112000,58309000,3023000,17188000,53064000
1721109,2021,191373000,3748000,104743000,5179000,17663000,60040000
1721208,2010,140542000,11182000,5009000,10026000,48420000,65905000
1721208,2011,163002000,12948000,5074000,13583000,52922000,78475000
1721208,2012,180524000,13894000,5527000,14517000,60508000,86078000
1721208,2013,210670000,14944000,8976000,15065000,71391000,100294000
1721208,2014,225046000,15651000,11865000,16246000,76380000,104903000
1721208,2015,242602000,17566000,11283000,15596000,87697000,110460000
1721208,2016,270686000,20752000,12846000,16515000,97219000,123354000
1721208,2017,300131000,23383000,9714000,32336000,108265000,126433000
1721208,2018,294325000,24813000,8180000,21215000,104731000,135386000
1721208,2019,325690000,29925000,10218000,30710000,112557000,142280000
1721208,2020,343514000,32948000,12146000,33908000,113349000,151163000
1721208,2021,372642000,41131000,21117000,38015000,111188000,161191000
1721257,2010,26071000,1055000,12140000,1774000,4367000,6735000
1721257,2011,27997000,908000,13809000,1838000,3665000,7777000
1721257,2012,50327000,1556000,28656000,3225000,8071000,8818000
1721257,2013,79472000,1656000,52531000,5009000,9828000,10449000
1721257,2014,68282000,1550000,43587000,4088000,7637000,11421000
1721257,2015,47485000,1277000,27013000,1888000,5744000,11564000
1721257,2016,46019000,1325000,24654000,1430000,5700000,12911000
1721257,2017,46142000,1519000,23142000,1382000,6667000,13431000
1721257,2018,49166000,1229000,25769000,1666000,6454000,14048000
1721257,2019,55980000,1336000,29359000,1688000,7405000,16192000
1721257,2020,111732000,4745000,60903000,2269000,25612000,18202000
1721257,2021,118839000,6201000,62585000,2490000,28900000,18663000
1721307,2010,21176000,835000,7251000,1291000,3229000,8570000
1721307,2011,16959000,723000,2962000,1015000,2748000,9511000
1721307,2012,26538000,707000,9730000,1589000,3768000,10742000
1721307,2013,21891000,552000,3763000,1259000,3256000,13060000
1721307,2014,25998000,1201000,5362000,1036000,3703000,14695000
1721307,2015,24533000,800000,4328000,901000,3361000,15144000
1721307,2016,28051000,1009000,5194000,887000,3656000,17306000
1721307,2017,28582000,857000,5516000,878000,4362000,16969000
1721307,2018,29772000,1031000,4973000,760000,4299000,18709000
1721307,2019,29993000,828000,4472000,1080000,4189000,19424000
1721307,2020,33577000,818000,7329000,935000,4327000,20167000
1721307,2021,38619000,951000,8507000,931000,4545000,23685000
1722081,2010,80223000,5947000,8087000,10286000,23722000,32181000
1722081,2011,99374000,9435000,8539000,13065000,29907000,38428000
1722081,2012,99233000,7840000,6913000,16986000,25800000,41695000
1722081,2013,125772000,10769000,8155000,23746000,33208000,49895000
1722081,2014,134428000,11915000,10980000,25908000,33356000,52268000
1722081,2015,138573000,9976000,12197000,40555000,20950000,54895000
1722081,2016,154098000,13435000,12998000,33450000,32264000,61952000
1722081,2017,161897000,15242000,14484000,29200000,43082000,59889000
1722081,2018,140641000,12853000,12875000,19364000,29385000,66164000
1722081,2019,134885000,9757000,12599000,12313000,28159000,72057000
1722081,2020,149271000,11159000,16310000,13365000,34668000,73770000
1722081,2021,183424000,11508000,45034000,20030000,28649000,78203000
1722107,2010,230192000,25887000,11684000,129130000,28964000,34527000
1722107,2011,274785000,26203000,13350000,164372000,29916000,40944000
1722107,2012,245287000,28318000,14491000,123025000,35663000,43790000
1722107,2013,286393000,24506000,16711000,150705000,40336000,54135000
1722107,2014,318805000,28295000,19608000,165838000,47392000,57672000
1722107,2015,313481000,32958000,21007000,150662000,49957000,58897000
1722107,2016,296638000,30422000,22857000,126394000,50412000,66552000
1722107,2017,341493000,20143000,20486000,174257000,59482000,67125000
1722107,2018,289815000,25299000,18503000,111833000,61706000,72475000
1722107,2019,281272000,23787000,19480000,90157000,68187000,79661000
1722107,2020,358297000,38097000,25480000,140577000,72081000,82063000
1722107,2021,471020000,46774000,39626000,230239000,68701000,85680000
