cod_ibge,nome,nume_cid,pgai,tipo_cidd,regiao_num,territ_cid,utr,criacao,area,pop_1996,pop_2000,pop_2007,pop_2008,pop_2009,assoc_mun,reg_pm,art_pm,region_ibg,cod_region,pop_2010,ppa_2012_2,number,regionaliz,areaoficia,reg_tur,nova_regio,nova_reg_o,munic,pib10_1000,pib11_1000,pib12_1000,pib13_1000,pib14_1000,pib15_1000,pib16_1000,pcap_2010,pcap_2011,pcap_2012,pcap_2013,pcap_2014,pcap_2015,pcap_2016
1712009,Lajeado,67-Lajeado,Outros,Menor impacto re,IX,,<Null>,1993,322,1397,2344,2159,2219,2204,,6ª CIPM - Miracema do Tocantins,6ª CIPM,Porto Nacional,17006,2773,Palmas,83,Região Metropolitana de Palmas,322.481,Serras e Lago,Área-Programa Central,VI,Lajeado,29084.035,30949.276,35119.197,43321.209,47444.904,54900.59,58014.529,10488.29,11029.68,12374.63,14655.35,15862.56,18142.96,18965.19
1712504,Marianópolis do Tocantins,88-Marianópolis do Tocantins,Outros,Menor impacto re,XI,,<Null>,1987,2091,2605,3332,4473,4616,4743,MESOESTE-Associação Municipios do Meio Oeste,8º BPM - Paraíso,8º BPM,Miracema do Tocantins,17003,4352,Paraíso do Tocantins,72,Região do Cantão,2091.364,Sem Região,Área-Programa Centro-Oeste,V,Marianópolis do Tocantins,34235.249,40835.127,44316.325,60716.232,66025.191,82551.638,100281.287,7866.56,9215.78,9832.78,12836.41,13715.25,16861.04,20152.99
1713205,Miracema do Tocantins,68-Miracema do Tocantins,Outros,Capital,IX,,<Null>,1948,2656,17483,24444,19683,20194,19740,,6ª CIPM - Miracema do Tocantins,6ª CIPM,Miracema do Tocantins,17003,20567,Palmas,81,Região Metropolitana de Palmas,2656.078,Sem Região,Área-Programa Central,VI,Miracema do Tocantins,411917.043,427504.533,489446.809,417035.777,394293.921,503060.481,645715.858,19907.07,20960.21,24330.01,20601.48,19779.97,25621.9,33387.58
1707108,Divinópolis do Tocantins,86-Divinópolis do Tocantins,Outros,Menor impacto re,XI,,<Null>,1987,2347,6476,5776,6359,6549,6623,MESOESTE-Associação Municipios do Meio Oeste,8º BPM - Paraíso,8º BPM,Miracema do Tocantins,17003,6363,Paraíso do Tocantins,73,Região do Cantão,2347.421,Sem Região,Área-Programa Centro-Oeste,V,Divinópolis do Tocantins,51343.408,59753.379,66497.429,73311.136,80647.625,97207.787,115666.35,8069.06,9323.35,10306.48,10973.08,11985.08,14343.78,16952.42
1721109,Tocantínia,73-Tocantínia,Outros,Menor impacto re,IX,,<Null>,1953,2602,5169,5788,6663,6866,6971,,6ª CIPM - Miracema do Tocantins,6ª CIPM,Porto Nacional,17006,6598,Palmas,82,Região Metropolitana de Palmas,2601.587,Sem Região,Área-Programa Central,VI,Tocantínia,31115.047,37154.421,43214.504,47927.389,49172.334,58998.008,61070.485,4715.83,5456.66,6281.18,6695.64,6795.51,8067.55,8267.29
1718758,Rio Sono,100-Rio Sono,Outros,Menor impacto re,XII,Jalapão,Regiao Jalapao,1982,6357,6531,6089,6167,6345,6366,,3º BPM - Pedro Afonso,3º BPM,Jalapão,17007,6148,Ponte Alta do Tocantins,94,Região do Jalapão,6357.117,Sem Região,Área-Programa leste( Jalapão),VII,Rio Sono,31833.855,36775.486,40343.522,46332.159,49707.954,53285.104,59488.243,5086.09,5868.12,6425.15,7173.27,7679.28,8215.4,9152.04
1717503,Pium,92-Pium,Javaés,Menor impacto re,XI,,<Null>,1953,10013,6733,5540,6403,6598,6701,MESOESTE-Associação Municipios do Meio Oeste,8º BPM - Paraíso,8º BPM,Rio Formoso,17004,6584,Paraíso do Tocantins,71,Região do Cantão,10012.666,Lagos e Praias do Cantão,Área-Programa Centro-Oeste,V,Pium,58394.945,63949.137,74047.762,80496.068,99345.388,115756.594,150979.611,8720.87,9427.85,10779.99,11229.92,13676.4,15734.21,20273.88
1713304,Miranorte,60-Miranorte,Outros,Menor impacto re,VIII,,<Null>,1963,1032,10774,11802,11858,12200,12231,,6ª CIPM - Miracema do Tocantins,6ª CIPM,Miracema do Tocantins,17003,12583,Guaraí,70,Região Metropolitana de Palmas,1031.616,Sem Região,Área-Programa Centro-Oeste,V,Miranorte,109322.964,116523.833,120792.99,146538.741,168698.659,203125.292,219094.067,8658.56,9184.51,9476.19,11131.78,12749.29,15274.88,16395.57
1700251,Abreulândia,81-Abreulândia,Outros,Menor impacto re,XI,,<Null>,1993,1895,1957,2189,2245,2310,2321,MESOESTE-Associação Municipios do Meio Oeste,8º BPM - Paraíso,8º BPM,Miracema do Tocantins,17003,2383,Paraíso do Tocantins,69,Região do Cantão,1895.201,Sem Região,Área-Programa Centro-Oeste,V,Abreulândia,16234.443,18709.732,20746.03,26612.781,27178.314,37328.349,47385.848,6801.19,7773.05,8565.66,10619.63,10772.22,14701.99,18546.32
1703909,Caseara,83-Caseara,Outros,Menor impacto re,XI,,<Null>,1987,1692,3625,3660,4667,4813,4927,MESOESTE-Associação Municipios do Meio Oeste,8º BPM - Paraíso,8º BPM,Miracema do Tocantins,17003,4601,Paraíso do Tocantins,68,Região do Cantão,1691.612,Lagos e Praias do Cantão,Área-Programa Centro-Oeste,V,Caseara,28715.478,34014.039,42863.408,56380.414,66645.6,64810.549,161633.837,6241.14,7277.29,9035.29,11355.57,13215.47,12660.78,31125.33
1718709,Rio dos Bois,61-Rio dos Bois,Outros,Menor impacto re,VIII,,<Null>,1993,845,2042,2269,2092,2150,2136,,6ª CIPM - Miracema do Tocantins,6ª CIPM,Miracema do Tocantins,17003,2570,Guaraí,80,Região Metropolitana de Palmas,845.062,Sem Região,Área-Programa Central,VI,Rio dos Bois,25883.953,23276.431,25289.375,27164.575,41324.786,37084.949,36742.165,10071.58,8973.18,9667.19,10005.37,15082.04,13417.13,13183.41
1716505,Pedro Afonso,78-Pedro Afonso,Outros,Capital,X,,Regiao Nordeste_Sede,1903,2011,8648,9028,10294,10605,10758,,3º BPM - Pedro Afonso,3º BPM,Porto Nacional,17006,11510,Guaraí,65,Região Nordeste,2010.892,Sem Região,Área-Programa Nordeste,IV,Pedro Afonso,175468.04,323050.37,345733.027,420241.887,691775.998,586469.433,609812.89,15202.57,27535.83,29006.88,33646.27,54479.13,45462.75,46561.27
1708254,Tabocão,57-Fortaleza do Tabocão,Outros,Menor impacto re,VIII,,<Null>,1993,622,2315,2242,2101,2160,2149,,7º BPM - Guaraí,7º BPM,Miracema do Tocantins,17003,2411,Guaraí,54,Região Metropolitana de Palmas,621.558,Sem Região,Área-Programa Noroeste,III,Fortaleza do Tabocão,59252.173,68688.741,79394.355,104410.509,120635.023,137466.222,134559.783,24454.05,28232.12,32458.85,41317.97,47456.74,53781.78,52357.89
1712405,Lizarda,96-Lizarda,Outros,Menor impacto re,XII,Jalapão,Regiao Jalapao,1953,5723,4085,3787,3634,3737,3729,,3º BPM - Pedro Afonso,3º BPM,Jalapão,17007,3731,Ponte Alta do Tocantins,95,Região do Jalapão,5723.201,Sem Região,Área-Programa leste( Jalapão),VII,Lizarda,18046.067,19596.984,21711.015,24964.56,26998.442,30967.076,33505.249,4836.79,5266.59,5842.58,6559.26,7102.98,8157.82,8838.1
1707207,Dois Irmãos do Tocantins,56-Dois Irmãos do Tocantins,Outros,Menor impacto re,VIII,,<Null>,1963,3757,7554,7269,7060,7261,7254,MESOESTE-Associação Municipios do Meio Oeste,8º BPM - Paraíso,8º BPM,Miracema do Tocantins,17003,7161,Guaraí,67,Região do Cantão,3757.015,Sem Região,Área-Programa Centro-Oeste,V,Dois Irmãos do Tocantins,46594.272,54146.217,58789.518,69385.894,70479.256,79789.965,91628.061,6506.67,7569.72,8228.06,9480.24,9640.17,10927.14,12562.11
1703305,Bom Jesus do Tocantins,74-Bom Jesus do Tocantins,Outros,Menor impacto re,X,,Regiao Nordeste,1993,1333,2279,2323,2710,2793,2839,,3º BPM - Pedro Afonso,3º BPM,Porto Nacional,17006,3768,Guaraí,63,Região Nordeste,1332.665,Sem Região,Área-Programa Nordeste,IV,Bom Jesus do Tocantins,28849.247,32779.6,44726.109,45052.334,71086.957,60934.796,61566.691,7656.38,8450.53,11217.99,10623.05,16300.61,13610.63,13413.22
1704105,Centenário,75-Centenário,Outros,Menor impacto re,X,,Regiao Nordeste,1993,1955,2189,2163,2386,2457,2485,,3º BPM - Pedro Afonso,3º BPM,Jalapão,17007,2564,Guaraí,64,Região Nordeste,1954.688,Sem Região,Área-Programa Nordeste,IV,Centenário,15278.861,17161.337,20555.022,20081.277,24603.095,28078.149,30300.228,5956.67,6608.14,7824.52,7336.97,8878.78,10017.18,10687.91
1721257,Tupirama,62-Tupirama,Outros,Menor impacto re,VIII,,<Null>,1997,712,0,1179,1405,1448,1474,,3º BPM - Pedro Afonso,3º BPM,Miracema do Tocantins,17003,1574,Guaraí,55,Região Metropolitana de Araguaína,712.202,Sem Região,Área-Programa Noroeste,III,Tupirama,26070.701,27996.802,50326.617,79472.327,68282.034,47484.558,46019.463,16563.34,17443.49,30799.64,46258.63,38996.02,26646.78,25383.05
1708304,Goianorte,58-Goianorte,Outros,Menor impacto re,VIII,,<Null>,1988,1801,5134,4839,5221,5376,5426,,7º BPM - Guaraí,7º BPM,Miracema do Tocantins,17003,4960,Guaraí,51,Região Médio Araguaia,1800.974,Sem Região,Área-Programa Noroeste,III,Goianorte,33663.157,37129.669,40082.607,46538.41,51233.556,55482.17,65702.419,6786.93,7478.28,8058.43,9098.42,9996.79,10804.71,12772.63
1718881,Santa Maria do Tocantins,80-Santa Maria do Tocantins,Outros,Menor impacto re,X,,Regiao Nordeste,1993,1410,2187,2226,2673,2755,2807,,3º BPM - Pedro Afonso,3º BPM,Porto Nacional,17006,2894,Guaraí,62,Região Nordeste,1410.446,Sem Região,Área-Programa Nordeste,IV,Santa Maria do Tocantins,19746.404,21849.583,24538.303,32538.798,36471.405,45500.398,44225.883,6823.22,7416.69,8193.09,10352.78,11404.44,13991.51,13381.51
1716703,Colméia,55-Colméia,Outros,Menor impacto re,VIII,,<Null>,1980,991,9141,9352,8759,9005,8961,,7º BPM - Guaraí,7º BPM,Miracema do Tocantins,17003,8604,Guaraí,52,Região Médio Araguaia,990.712,Sem Região,Área-Programa Noroeste,III,Colméia,65866.626,77872.76,81906.454,96698.394,101467.956,109808.684,132724.819,7652.68,9102.6,9636.05,11189.35,11824.72,12885.32,15679.25
1701903,Araguacema,54-Araguacema,Outros,Menor impacto re,VIII,,<Null>,1937,2778,4712,5414,5423,5579,5591,MESOESTE-Associação Municipios do Meio Oeste,8º BPM - Paraíso,8º BPM,Miracema do Tocantins,17003,6317,Guaraí,66,Região do Cantão,2778.452,Lagos e Praias do Cantão,Área-Programa Centro-Oeste,V,Araguacema,37093.882,45328.182,52349.884,58671.507,68913.71,74799.627,94605.446,5872.07,7096.94,8111.23,8736.08,10147.8,10898.97,13643.7
1718501,Recursolândia,79-Recursolândia,Outros,Menor impacto re,X,,Regiao Nordeste,1993,1217,3051,3138,3665,3777,3839,,3º BPM - Pedro Afonso,3º BPM,Jalapão,17007,3768,Guaraí,60,Região Nordeste,2216.65,Sem Região,Área-Programa Nordeste,IV,Recursolândia,21001.843,25618.116,27466.295,30677.223,32903.57,38136.473,41727.922,5573.74,6711.58,7108.25,7614.1,8062.62,9229.54,9977.98
1718402,Presidente Kennedy,49-Presidente Kennedy,Outros,Menor impacto re,VI,,<Null>,1971,770,4146,3759,3680,3785,3784,,7º BPM - Guaraí,7º BPM,Miracema do Tocantins,17003,3676,Colinas do Tocantins,49,Região Metropolitana de Araguaína,770.418,Sem Região,Área-Programa Noroeste,III,Presidente Kennedy,40119.15,51184.78,54358.588,72121.75,41814.051,45711.013,50389.001,10887.15,13924.04,14811.6,19201.74,11150.41,12209.14,13480.2
1706001,Couto de Magalhães,44-Couto de Magalhães,Outros,Menor impacto re,VI,,<Null>,1963,1586,4358,4335,4887,5035,5102,,7º BPM - Guaraí,7º BPM,Miracema do Tocantins,17003,5009,Colinas do Tocantins,46,Região Médio Araguaia,1585.773,Sem Região,Área-Programa Noroeste,III,Couto Magalhães,38466.325,40695.194,47329.733,55499.95,58613.502,76716.792,78518.488,7679.44,8040.94,9260.37,10444.1,10914.99,14143.95,14336.04
1711100,Itaporã do Tocantins,45-Itaporã do Tocantins,Outros,Menor impacto re,VI,,<Null>,1963,919,3214,2522,2989,3080,3135,,7º BPM - Guaraí,7º BPM,Miracema do Tocantins,17003,2428,Colinas do Tocantins,47,Região Médio Araguaia,918.916,Sem Região,Área-Programa Noroeste,III,Itaporã do Tocantins,22390.495,25456.932,27516.281,30358.501,33729.319,38490.91,42184.858,9180.19,10433.17,11304.96,12201.97,13589.57,15545.6,17078.89
1710508,Itacajá,76-Itacajá,Outros,Menor impacto re,X,,Regiao Nordeste,1953,3051,6549,6815,6386,6565,6534,,3º BPM - Pedro Afonso,3º BPM,Jalapão,17007,7104,Guaraí,59,Região Nordeste,3051.341,Sem Região,Área-Programa Nordeste,IV,Itacajá,49459.081,53492.903,59189.604,71811.579,78295.393,78677.911,85164.356,6962.15,7505.67,8280.58,9753.03,10597.64,10616.37,11456.06
1703602,Brasilândia do Tocantins,42-Brasilândia do Tocantins,Outros,Menor impacto re,VI,,<Null>,1993,641,1761,1923,2119,2183,2208,,3ª CIPM - Colinas do Tocantins,3ª CIPM,Miracema do Tocantins,17003,2061,Colinas do Tocantins,48,Região Metropolitana de Araguaína,641.464,Sem Região,Área-Programa Noroeste,III,Brasilândia do Tocantins,18970.24,21270.27,26581.67,31569.963,34646.375,39754.948,39484.278,9182.11,10250.73,12742.89,14656.44,15995.56,18261.35,18045.83
1721307,Tupiratins,50-Tupiratins,Outros,Menor impacto re,VI,,<Null>,1993,895,1313,1365,2007,2072,2143,,3º BPM - Pedro Afonso,3º BPM,Miracema do Tocantins,17003,2092,Colinas do Tocantins,50,Região Metropolitana de Araguaína,895.302,Sem Região,Área-Programa Noroeste,III,Tupiratins,21176.273,16958.617,26537.634,21890.747,25997.614,24533.339,28050.789,10098.37,7873.08,12018.86,9347.03,10823.32,9968.85,11140.11
1716653,Pequizeiro,48-Pequizeiro,Outros,Menor impacto re,VI,,<Null>,1987,1210,3574,4591,4799,4940,4971,,7º BPM - Guaraí,7º BPM,Miracema do Tocantins,17003,5050,Colinas do Tocantins,44,Região Médio Araguaia,1209.798,Sem Região,Área-Programa Noroeste,III,Pequizeiro,35157.734,39594.484,43244.047,49020.671,56680.941,70727.079,73133.427,6959.17,7778.88,8439.51,9240.47,10606.46,13143.85,13498.23
1711803,Juarina,46-Juarina,Outros,Menor impacto re,VI,,<Null>,1989,481,2376,2333,2141,2200,2185,,7º BPM - Guaraí,7º BPM,Miracema do Tocantins,17003,2228,Colinas do Tocantins,43,Região Médio Araguaia,481.046,Sem Região,Área-Programa Noroeste,III,Juarina,14853.236,16228.61,17744.329,20054.566,21243.246,29237.838,32850.368,6657.66,7297.04,8007.37,8865.86,9428.87,13023.54,14685.01
1710904,Itapiratins,77-Itapiratins,Outros,Menor impacto re,X,,Regiao Nordeste,1993,1244,3392,3277,3421,3521,3543,,3º BPM - Pedro Afonso,3º BPM,Jalapão,17007,3514,Guaraí,58,Região Nordeste,1243.954,Sem Região,Área-Programa Nordeste,IV,Itapiratins,29689.05,32553.717,37936.183,48079.888,59216.474,55776.891,53002.353,8400.98,9164.9,10623.41,13029.78,15957.01,14945.58,14126.43
1703842,Campos Lindos,52-Campos Lindos,Outros,Menor impacto re,VII,,Regiao Nordeste,1993,3240,5102,5638,7615,7858,8079,,2º BPM - Araguaína,2º BPM,Jalapão,17007,8139,Araguaína,61,Região Nordeste,3240.156,Sem Região,Área-Programa Nordeste,IV,Campos Lindos,161232.729,205545.591,276422.117,286957.865,381718.359,314382.808,274355.477,19809.89,24672.38,32455.34,31884.21,41459.58,33416.54,28566.79
1705508,Colinas do Tocantins,43-Colinas do Tocantins,Outros,Menor impacto re,VI,,<Null>,1963,844,24474,25301,29298,30190,30666,,3ª CIPM - Colinas do Tocantins,3ª CIPM,Araguaína,17002,30370,Colinas do Tocantins,45,Região Metropolitana de Araguaína,843.84,Sem Região,Área-Programa Noroeste,III,Colinas do Tocantins,314490.964,351447.411,406844.779,472128.1,490488.95,577207.914,637263.8,10184.62,11241.64,12844.35,14273.18,14626.18,16986.2,18516.5
1703206,Bernardo Sayão,41-Bernardo Sayão,Outros,Menor impacto re,VI,,<Null>,1987,927,4319,4551,4518,4648,4653,,3ª CIPM - Colinas do Tocantins,3ª CIPM,Miracema do Tocantins,17003,4455,Colinas do Tocantins,42,Região Médio Araguaia,926.884,Sem Região,Área-Programa Noroeste,III,Bernardo Sayão,37847.776,41943.328,46468.59,50558.427,54142.108,64821.788,75544.863,8472.75,9427.59,10461.19,11119.07,11925.57,14303.13,16695
1703057,Bandeirantes do Tocantins,40-Bandeirantes do Tocantins,Bico,Menor impacto re,VI,,<Null>,1997,1672,0,2608,2711,2791,2807,,3ª CIPM - Colinas do Tocantins,3ª CIPM,Araguaína,17002,3118,Colinas do Tocantins,41,Região Médio Araguaia,1672.322,Sem Região,Área-Programa Noroeste,III,Bandeirantes do Tocantins,45296.328,70019.701,56894.425,83174.518,90900.907,86778.795,83262.169,14499.46,22144.12,17779.51,24932.41,26901.72,25373.92,24064.21
1702307,Arapoema,39-Arapoema,Bico,Menor impacto re,VI,,<Null>,1963,1552,8693,7025,6839,7034,7029,,3ª CIPM - Colinas do Tocantins,3ª CIPM,Araguaína,17002,6742,Colinas do Tocantins,40,Região Médio Araguaia,1552.207,Sem Região,Área-Programa Noroeste,III,Arapoema,54102.506,62900.893,72325.288,78411.912,86910.636,96250.685,106385.334,8024.7,9358.86,10794.82,11457.03,12741.63,14156.59,15698
1709005,Goiatins,53-Goiatins,Outros,Menor impacto re,VII,,Regiao Nordeste,1953,6409,14207,11036,11639,11982,12068,,2º BPM - Araguaína,2º BPM,Jalapão,17007,12042,Araguaína,57,Região Nordeste,6408.562,Sem Região,Área-Programa Nordeste,IV,Goiatins,77204.181,82116.864,107145.411,111081.422,130263.699,134106.879,146998.036,6399.55,6762.49,8768.04,8785.31,10232.81,10466.47,11400.5
1715705,Palmeirante,36-Palmeirante,Outros,Menor impacto re,V,,Regiao Nordeste,1993,2641,3769,3610,4689,4837,4959,,3ª CIPM - Colinas do Tocantins,3ª CIPM,Araguaína,17002,4952,Araguaína,38,Região Metropolitana de Araguaína,2640.738,Sem Região,Área-Programa Norte,II,Palmeirante,32943.809,44211.893,47090.751,60370.488,69503.744,74792.11,77746.892,6649.94,8740.98,9131.42,11113.86,12539.01,13235.2,13504.76
1714880,Nova Olinda,35-Nova Olinda,Outros,Menor impacto re,V,,<Null>,1980,1566,8724,9385,10518,10835,10974,,3ª CIPM - Colinas do Tocantins,3ª CIPM,Araguaína,17002,10683,Araguaína,36,Região Metropolitana de Araguaína,1566.237,Sem Região,Área-Programa Norte,II,Nova Olinda,146027.013,175355.562,195961.08,216544.454,219929.396,253616.93,259523.043,13665.26,16257.7,18006.16,19161.53,19278.52,22028.74,22341.86
1703073,Barra do Ouro,51-Barra do Ouro,Outros,Menor impacto re,VII,,Regiao Nordeste,1997,1106,0,3579,3581,3684,3691,,2º BPM - Araguaína,2º BPM,Jalapão,17007,4123,Araguaína,56,Região Nordeste,1106.339,Sem Região,Área-Programa Nordeste,IV,Barra do Ouro,25458.056,30162.87,38544.373,44372.768,50600.504,48748.421,55246.369,6174.64,7241.99,9164.14,10151.63,11458.45,10930.14,12268.79
1716307,Pau d'Arco,47-Pau D'Arco,Bico,Menor impacto re,VI,,<Null>,1993,1311,4875,4335,4767,4909,4964,,3ª CIPM - Colinas do Tocantins,3ª CIPM,Araguaína,17002,4588,Colinas do Tocantins,39,Região Médio Araguaia,1300.97,Vale dos Grandes Rios,Área-Programa Noroeste,III,Pau D'Arco,37199.377,37629.313,43026.567,48367.94,50440.695,55419.017,60716.922,8107.97,8166.08,9299.02,10135.78,10523.83,11512.05,12560.39
1707702,Filadélfia,33-Filadélfia,Outros,Menor impacto re,V,,Regiao Nordeste,1948,1998,7407,8218,7787,8007,7978,,2º BPM - Araguaína,2º BPM,Araguaína,17002,8498,Araguaína,37,Região Metropolitana de Araguaína,1988.068,Vale dos Grandes Rios,Área-Programa Norte,II,Filadélfia,59686.675,61690.813,69463.407,78516.006,85223.609,87910.185,97952.957,7020.31,7233.91,8125.33,8922.27,9658.16,9935.6,11041.93
1702109,Araguaína,30-Araguaína,Bico,Capital,V,,,1958,4000,105019,113143,115759,119128,119637,,2º BPM - Araguaína,2º BPM,Araguaína,17002,149313,Araguaína,33,Região Metropolitana de Araguaína,4000.395,Vale dos Grandes Rios,Área-Programa Norte,II,Araguaína,1980667.651,2139827.558,2434281.096,2887138.776,3038314.953,3442013.031,3799312.14,13158.83,13953.79,15592.07,17594.53,18174.35,20225.36,21947.13
1703883,Carmolândia,32-Carmolândia,Bico,Menor impacto re,V,,<Null>,1993,339,1610,2008,2313,2383,2420,,2º BPM - Araguaína,2º BPM,Araguaína,17002,2285,Araguaína,32,Região Metropolitana de Araguaína,339.401,Sem Região,Área-Programa Norte,II,Carmolândia,20877.884,22853.691,24399.507,30244.007,33225.213,32234.392,35398.338,9057.65,9766.53,10325.65,12309.32,13386.47,12857.76,13985.91
1703008,Babaçulândia,31-Babaçulândia,Outros,Menor impacto re,V,,Regiao Nordeste,1953,1788,8775,10329,10372,10672,10698,,2º BPM - Araguaína,2º BPM,Araguaína,17002,10267,Araguaína,35,Região Metropolitana de Araguaína,1788.442,Vale dos Grandes Rios,Área-Programa Norte,II,Babaçulândia,58612.28,61867.811,61026.007,84675.799,90440.361,91999.911,101667.488,5610.98,5930.58,5845.96,7898.86,8430.31,8569.29,9462.72
1718865,Santa Fé do Araguaia,37-Santa Fé do Araguaia,Bico,Menor impacto re,V,,<Null>,1993,1677,4336,5507,5610,5773,5795,CMVA-Consorcio Municípios Vale do Araguaia,2º BPM - Araguaína,2º BPM,Araguaína,17002,6599,Araguaína,31,Região Metropolitana de Araguaína,1676.945,Sem Região,Área-Programa Norte,II,Santa Fé do Araguaia,54763.608,59584.022,65355.291,77117.18,85251.626,91519.178,114982.585,8298.77,8915.76,9662.23,10932.4,11933.32,12654.75,15712.3
1713957,Muricilândia,34-Muricilândia,Bico,Menor impacto re,V,,<Null>,1993,1188,3039,2680,2850,2935,2958,,2º BPM - Araguaína,2º BPM,Araguaína,17002,3152,Araguaína,30,Região Metropolitana de Araguaína,1187.798,Sem Região,Área-Programa Norte,II,Muricilândia,24676.846,27275.46,28935.812,31596.081,35035.194,38245.081,41398.681,7828.95,8552.98,8975.13,9414.8,10319.64,11140.43,11930.46
1701309,Aragominas,29-Aragominas,Bico,Menor impacto re,V,,<Null>,1993,1173,3486,6180,5469,5618,5555,,2º BPM - Araguaína,2º BPM,Araguaína,17002,5882,Araguaína,29,Região Metropolitana de Araguaína,1173.026,Sem Região,Área-Programa Norte,II,Aragominas,34843.972,40140.656,42748.414,49740.636,53289.326,58663.472,63894.663,5923.83,6849.94,7322.44,8348.55,8981.85,9926.14,10853.52
1722081,Wanderlândia,38-Wanderlândia,Bico,Menor impacto re,V,,Regiao Nordeste,1980,1373,10274,10273,9317,9574,9493,,2º BPM - Araguaína,2º BPM,Araguaína,17002,10949,Araguaína,34,Região Metropolitana de Araguaína,1373.055,Vale dos Grandes Rios,Área-Programa Norte,II,Wanderlândia,80223.4,99374.432,99233.476,125772.205,134428.08,138572.52,154098.3,7307.65,9004.57,8949.63,10984.47,11680.26,11981.02,13259.19
1706506,Darcinópolis,16-Darcinópolis,Bico,Menor impacto re,III,Bico do Papagaio,Regiao Bico,1993,1549,3905,4273,5130,5288,5388,AMBIP-Assc. Municipios do Bico do Papagaio,2º BPM - Araguaína,2º BPM,Bico do Papagaio,17001,5273,Araguatins,25,Região do Extremo Norte ou Bico do Papagaio,1548.89,Vale dos Grandes Rios,Área-Programa Extremo Norte(Bico do Papagaio),I,Darcinópolis,39958.767,45195.8,54385.563,66301.762,70302.273,73666.031,122321.427,7577.99,8447.81,10024.99,11693.43,12220.11,12629.18,20690.36
1702158,Araguanã,25-Araguanã,Bico,Menor impacto re,IV,,<Null>,1993,834,3069,4193,5000,5154,5248,,2º BPM - Araguaína,2º BPM,Araguaína,17002,5023,Araguaína,27,Região Metropolitana de Araguaína,834.701,Vale dos Grandes Rios,Área-Programa Norte,II,Araguanã,37212.33,41164.292,44861.018,50347.29,52971.155,58971.572,66875.031,7398.08,8079.35,8699.05,9359.97,9723.05,10692.94,11982.63
1713809,Palmeiras do Tocantins,21-Palmeiras do Tocantins,Bico,Menor impacto re,III,Bico do Papagaio,Regiao Bico,1993,748,3533,4622,4542,4672,4673,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,5695,Araguatins,24,Região do Extremo Norte ou Bico do Papagaio,747.895,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,Palmeiras do Tocantins,44503.636,64961.081,43085.431,56546.192,53348.303,58072.777,66647.046,7745.15,11150.2,7291.49,9149.87,8505.79,9128.07,10332.88
1717206,Piraquê,26-Piraquê,Bico,Menor impacto re,IV,,<Null>,1993,922,1785,2360,3014,3103,3127,,2º BPM - Araguaína,2º BPM,Araguaína,17002,2877,Araguaína,28,Região Metropolitana de Araguaína,921.585,Sem Região,Área-Programa Norte,II,Piraquê,22919.794,27347.277,28909.66,34204.525,39984.922,46091.617,49328.91,7849.24,9343.11,9856.69,11337.26,13222.53,15206.74,16237.3
1700301,Aguiarnópolis,14-Aguiarnópolis,Bico,Menor impacto re,III,Bico do Papagaio,Regiao Bico,1997,235,0,3145,3995,4120,4216,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,5140,Araguatins,23,Região do Extremo Norte ou Bico do Papagaio,235.391,Bico do Papagaio,Área-Programa Extremo Norte(Bico do Papagaio),I,Aguiarnópolis,65256.457,65391.364,80978.255,107770.919,87867.944,109236.191,134498.933,12651.5,12298.55,14812.19,18517.34,14676.46,17764.87,21325.34
1720002,Santa Terezinha do Tocantins,22-Santa Terezinha do Tocantins,Bico,Menor impacto re,III,Bico do Papagaio,Regiao Bico,1997,270,0,2455,2291,2356,2343,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,2468,Araguatins,22,Região do Extremo Norte ou Bico do Papagaio,269.676,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,Santa Terezinha do Tocantins,14702.785,15325.941,16197.258,22676.101,25455.043,26832.764,31570.634,5950.14,6189.8,6539.06,8917.07,10001.98,10535.05,12390.36
1718550,Riachinho,27-Riachinho,Bico,Menor impacto re,IV,Bico do Papagaio,Regiao Bico,1993,611,3502,3670,3691,3798,3808,AMBIP-Assc. Municipios do Bico do Papagaio,5ª CIPM - Tocantinópolis,5ª CIPM,Bico do Papagaio,17001,4170,Araguaína,17,Região do Extremo Norte ou Bico do Papagaio,610.726,Sem Região,Área-Programa Extremo Norte(Bico do Papagaio),I,Riachinho,24034.815,28410.501,30563.033,36388.457,37748.361,40528.004,44172.933,5745.83,6714.84,7157.62,8204.84,8429.74,8966.37,9684.92
1722107,Xambioá,28-Xambioá,Bico,Menor impacto re,IV,,<Null>,1958,1634,11183,12137,10856,11160,11099,,2º BPM - Araguaína,2º BPM,Araguaína,17002,11484,Araguaína,26,Região Metropolitana de Araguaína,1633.769,Vale dos Grandes Rios,Área-Programa Norte,II,Xambioá,230191.881,274785.169,245286.926,286393.375,318805.246,313481.339,296637.777,20044.57,23954.77,21407.48,24402.98,27197.17,26772.68,25364.5
