cod_ibge,ano,id_classe,classe,area
1700301,2001,41,3.2.1.5. Outras Lavouras Temporárias,0.13324889044189461
1700301,2001,9,3.3. Silvicultura,0.2754053787231448
1700301,2002,11,2.1. Campo Alagado e Área Pantanosa,0.0781747152709961
1700301,2002,12,2.2. Formação Campestre,0.16079012438964821
1700301,2002,15,3.1. Pastagem,63.510185458487832
1700301,2002,21,3.4. Mosaico de Usos,2.8411161468505828
1700301,2002,24,4.2. Área Urbanizada,1.10146041229248
1700301,2002,25,4.4. Outras Áreas não Vegetadas,0.55608955902099655
1700301,2002,3,1.1 Formação Florestal,69.5469967167863
1700301,2002,33,"5.1 Rio, Lago e Oceano",6.9711011288451949
1700301,2002,39,3.2.1.1. Soja,0.81278815148925632
1700301,2002,4,1.2. Formação Savânica,90.724229244640469
1700301,2002,41,3.2.1.5. Outras Lavouras Temporárias,0.0932793944091796
1700301,2002,9,3.3. Silvicultura,0.41222019494628948
1700301,2003,11,2.1. Campo Alagado e Área Pantanosa,0.0728445711669922
1700301,2003,12,2.2. Formação Campestre,0.1714490792846679
1700301,2003,15,3.1. Pastagem,65.671700827077913
1700301,2003,21,3.4. Mosaico de Usos,2.59854997344971
1700301,2003,24,4.2. Área Urbanizada,1.160086861206054
1700301,2003,25,4.4. Outras Áreas não Vegetadas,0.50811345050048906
1700301,2003,3,1.1 Formação Florestal,67.676899751211749
1700301,2003,33,"5.1 Rio, Lago e Oceano",6.9737657493285949
1700301,2003,39,3.2.1.1. Soja,0.90694961340331925
1700301,2003,4,1.2. Formação Savânica,90.476398631359231
1700301,2003,41,3.2.1.5. Outras Lavouras Temporárias,0.0541872712402344
1700301,2003,9,3.3. Silvicultura,0.53748546820068466
1700301,2004,11,2.1. Campo Alagado e Área Pantanosa,0.0772862577514649
1700301,2004,12,2.2. Formação Campestre,0.19809664337158209
1700301,2004,15,3.1. Pastagem,68.749032943713743
1700301,2004,21,3.4. Mosaico de Usos,2.4545944846801779
1700301,2004,24,4.2. Área Urbanizada,1.164528252319335
1700301,2004,25,4.4. Outras Áreas não Vegetadas,0.52942447534179748
1700301,2004,3,1.1 Formação Florestal,66.914678328971277
1700301,2004,33,"5.1 Rio, Lago e Oceano",6.9693243121948054
1700301,2004,39,3.2.1.1. Soja,0.596925826843262
1700301,2004,4,1.2. Formação Savânica,88.4109584593635
1700301,2004,41,3.2.1.5. Outras Lavouras Temporárias,0.1989885399780274
1700301,2004,9,3.3. Silvicultura,0.5445927229003914
1700301,2005,11,2.1. Campo Alagado e Área Pantanosa,0.0772857994995117
1700301,2005,12,2.2. Formação Campestre,0.19276592590332059
1700301,2005,15,3.1. Pastagem,73.951275193846669
1700301,2005,21,3.4. Mosaico de Usos,2.3328691854248071
1700301,2005,24,4.2. Área Urbanizada,1.2355906679687489
1700301,2005,25,4.4. Outras Áreas não Vegetadas,0.70797952667236275
1700301,2005,3,1.1 Formação Florestal,64.918456091853372
1700301,2005,33,"5.1 Rio, Lago e Oceano",6.9933101277465592
1700301,2005,39,3.2.1.1. Soja,0.41660773809814489
1700301,2005,4,1.2. Formação Savânica,85.275124735183383
1700301,2005,41,3.2.1.5. Outras Lavouras Temporárias,0.0488578344116211
1700301,2005,9,3.3. Silvicultura,0.65830842083740226
1700301,2006,11,2.1. Campo Alagado e Área Pantanosa,0.084392705444336
1700301,2006,12,2.2. Formação Campestre,0.17588712176513691
1700301,2006,15,3.1. Pastagem,77.948876282847067
1700301,2006,21,3.4. Mosaico de Usos,2.133846677246098
1700301,2006,24,4.2. Área Urbanizada,1.243585218017577
1700301,2006,25,4.4. Outras Áreas não Vegetadas,0.69909762390136654
1700301,2006,3,1.1 Formação Florestal,64.290427093929821
1700301,2006,33,"5.1 Rio, Lago e Oceano",6.9533334557494921
1700301,2006,39,3.2.1.1. Soja,0.35087993707275472
1700301,2006,4,1.2. Formação Savânica,82.1196590307207
1700301,2006,41,3.2.1.5. Outras Lavouras Temporárias,0.0577433165893555
1700301,2006,9,3.3. Silvicultura,0.75070278417968761
1700301,2007,11,2.1. Campo Alagado e Área Pantanosa,0.0959435057373048
1700301,2007,12,2.2. Formação Campestre,0.1732215547485354
1700301,2007,15,3.1. Pastagem,78.189603611767069
1700301,2007,21,3.4. Mosaico de Usos,2.2537644597167992
1700301,2007,24,4.2. Área Urbanizada,1.3084293720703131
1700301,2007,25,4.4. Outras Áreas não Vegetadas,0.56762484906005839
1700301,2007,3,1.1 Formação Florestal,63.610822640134117
1700301,2007,33,"5.1 Rio, Lago e Oceano",6.9497808836669686
1700301,2007,39,3.2.1.1. Soja,0.42283545422363261
1700301,2007,4,1.2. Formação Savânica,82.252955682759108
1700301,2007,41,3.2.1.5. Outras Lavouras Temporárias,0.2291928370361328
1700301,2007,9,3.3. Silvicultura,0.75425639654541032
1700301,2008,11,2.1. Campo Alagado e Área Pantanosa,0.1048279768066407
1700301,2008,12,2.2. Formação Campestre,0.1829939263916017
1700301,2008,15,3.1. Pastagem,76.548873199409357
1700301,2008,21,3.4. Mosaico de Usos,2.6348435411376951
1700301,2008,24,4.2. Área Urbanizada,1.481642252929684
1700301,2008,25,4.4. Outras Áreas não Vegetadas,0.55785280700683548
1700301,2008,3,1.1 Formação Florestal,62.510077720397042
1700301,2008,33,"5.1 Rio, Lago e Oceano",6.9115813166503646
1700301,2008,39,3.2.1.1. Soja,0.77461290252685533
1700301,2008,4,1.2. Formação Savânica,84.037717198259728
1700301,2008,41,3.2.1.5. Outras Lavouras Temporárias,0.20609682250976549
1700301,2008,9,3.3. Silvicultura,0.85731158343505653
1700301,2009,11,2.1. Campo Alagado e Área Pantanosa,0.11726451202392579
1700301,2009,12,2.2. Formação Campestre,0.18743576977539081
1700301,2009,15,3.1. Pastagem,72.634008249690865
1700301,2009,21,3.4. Mosaico de Usos,3.603160408203129
1700301,2009,24,4.2. Área Urbanizada,1.550927998168941
