ano,sigla_uf,id_municipio,recusa,tipo_administracao,existencia_adm_indireta,tipo_vinculo,escolaridade,quantidade_vinculo
2018,TO,1703305,0,Direta,0,Sem vínculo permanente,Sem instrução,0
2018,TO,1703305,0,Direta,0,Sem vínculo permanente,Ensino fundamental,24
2018,TO,1703305,0,Direta,0,Sem vínculo permanente,Ensino médio,35
2018,TO,1703305,0,Direta,0,Sem vínculo permanente,Ensino superior,10
2018,TO,1703305,0,Direta,0,Sem vínculo permanente,Pós-graduação,1
2018,TO,1703305,0,Indireta,0,Estatutários,Total,
2018,TO,1703305,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1703305,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1703305,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1703305,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1703305,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1703305,0,Indireta,0,Celetistas,Total,
2018,TO,1703305,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1703305,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1703305,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1703305,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1703305,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1703305,0,Indireta,0,Somente comissionados,Total,
2018,TO,1703305,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1703305,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1703305,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1703305,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1703305,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1703305,0,Indireta,0,Estagiários,Total,
2018,TO,1703305,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1703305,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1703305,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1703305,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1703305,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1703305,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1703305,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1703305,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1703305,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1703305,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1703305,0,Direta,0,Estatutários,Total,154
2019,TO,1703305,0,Direta,0,Celetistas,Total,
2019,TO,1703305,0,Direta,0,Somente comissionados,Total,22
2019,TO,1703305,0,Direta,0,Estagiários,Total,
2019,TO,1703305,0,Direta,0,Sem vínculo permanente,Total,84
2019,TO,1703305,0,Indireta,0,Estatutários,Total,
2019,TO,1703305,0,Indireta,0,Celetistas,Total,
2019,TO,1703305,0,Indireta,0,Somente comissionados,Total,
2019,TO,1703305,0,Indireta,0,Estagiários,Total,
2019,TO,1703305,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1703305,0,Direta,0,Estatutários,Total,148
2020,TO,1703305,0,Direta,0,Celetistas,Total,0
2020,TO,1703305,0,Direta,0,Somente comissionados,Total,22
2020,TO,1703305,0,Direta,0,Estagiários,Total,0
2020,TO,1703305,0,Direta,0,Sem vínculo permanente,Total,0
2020,TO,1703305,0,Indireta,0,Estatutários,Total,
2020,TO,1703305,0,Indireta,0,Celetistas,Total,
2020,TO,1703305,0,Indireta,0,Somente comissionados,Total,
2020,TO,1703305,0,Indireta,0,Estagiários,Total,
2020,TO,1703305,0,Indireta,0,Sem vínculo permanente,Total,
2021,TO,1703305,0,Direta,0,Estatutários,Total,138
2021,TO,1703305,0,Direta,0,Celetistas,Total,0
2021,TO,1703305,0,Direta,0,Somente comissionados,Total,25
2021,TO,1703305,0,Direta,0,Estagiários,Total,0
2021,TO,1703305,0,Direta,0,Sem vínculo permanente,Total,91
2021,TO,1703305,0,Indireta,0,Estatutários,Total,
2021,TO,1703305,0,Indireta,0,Celetistas,Total,
2021,TO,1703305,0,Indireta,0,Somente comissionados,Total,
2021,TO,1703305,0,Indireta,0,Estagiários,Total,
2021,TO,1703305,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1703602,0,Direta,0,Estatutários,Total,178
2018,TO,1703602,0,Direta,0,Estatutários,Sem instrução,1
2018,TO,1703602,0,Direta,0,Estatutários,Ensino fundamental,49
2018,TO,1703602,0,Direta,0,Estatutários,Ensino médio,57
2018,TO,1703602,0,Direta,0,Estatutários,Ensino superior,35
2018,TO,1703602,0,Direta,0,Estatutários,Pós-graduação,36
2018,TO,1703602,0,Direta,0,Celetistas,Total,0
2018,TO,1703602,0,Direta,0,Celetistas,Sem instrução,0
2018,TO,1703602,0,Direta,0,Celetistas,Ensino fundamental,0
2018,TO,1703602,0,Direta,0,Celetistas,Ensino médio,0
2018,TO,1703602,0,Direta,0,Celetistas,Ensino superior,0
2018,TO,1703602,0,Direta,0,Celetistas,Pós-graduação,0
2018,TO,1703602,0,Direta,0,Somente comissionados,Total,35
2018,TO,1703602,0,Direta,0,Somente comissionados,Sem instrução,2
2018,TO,1703602,0,Direta,0,Somente comissionados,Ensino fundamental,9
2018,TO,1703602,0,Direta,0,Somente comissionados,Ensino médio,21
2018,TO,1703602,0,Direta,0,Somente comissionados,Ensino superior,3
2018,TO,1703602,0,Direta,0,Somente comissionados,Pós-graduação,0
2018,TO,1703602,0,Direta,0,Estagiários,Total,0
2018,TO,1703602,0,Direta,0,Estagiários,Ensino fundamental,0
2018,TO,1703602,0,Direta,0,Estagiários,Ensino médio,0
2018,TO,1703602,0,Direta,0,Estagiários,Ensino superior,0
2018,TO,1703602,0,Direta,0,Estagiários,Pós-graduação,0
2018,TO,1703602,0,Direta,0,Sem vínculo permanente,Total,18
2018,TO,1703602,0,Direta,0,Sem vínculo permanente,Sem instrução,1
2018,TO,1703602,0,Direta,0,Sem vínculo permanente,Ensino fundamental,3
2018,TO,1703602,0,Direta,0,Sem vínculo permanente,Ensino médio,10
2018,TO,1703602,0,Direta,0,Sem vínculo permanente,Ensino superior,4
2018,TO,1703602,0,Direta,0,Sem vínculo permanente,Pós-graduação,0
2018,TO,1703602,0,Indireta,0,Estatutários,Total,
2018,TO,1703602,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1703602,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1703602,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1703602,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1703602,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1703602,0,Indireta,0,Celetistas,Total,
2018,TO,1703602,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1703602,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1703602,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1703602,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1703602,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1703602,0,Indireta,0,Somente comissionados,Total,
2018,TO,1703602,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1703602,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1703602,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1703602,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1703602,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1703602,0,Indireta,0,Estagiários,Total,
2018,TO,1703602,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1703602,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1703602,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1703602,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1703602,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1703602,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1703602,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1703602,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1703602,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1703602,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1703602,0,Direta,0,Estatutários,Total,182
2019,TO,1703602,0,Direta,0,Celetistas,Total,0
2019,TO,1703602,0,Direta,0,Somente comissionados,Total,33
2019,TO,1703602,0,Direta,0,Estagiários,Total,0
2019,TO,1703602,0,Direta,0,Sem vínculo permanente,Total,11
2019,TO,1703602,0,Indireta,0,Estatutários,Total,
2019,TO,1703602,0,Indireta,0,Celetistas,Total,
2019,TO,1703602,0,Indireta,0,Somente comissionados,Total,
2019,TO,1703602,0,Indireta,0,Estagiários,Total,
2019,TO,1703602,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1703602,0,Direta,0,Estatutários,Total,186
2020,TO,1703602,0,Direta,0,Celetistas,Total,0
2020,TO,1703602,0,Direta,0,Somente comissionados,Total,29
2020,TO,1703602,0,Direta,0,Estagiários,Total,0
2020,TO,1703602,0,Direta,0,Sem vínculo permanente,Total,36
2020,TO,1703602,0,Indireta,0,Estatutários,Total,
2020,TO,1703602,0,Indireta,0,Celetistas,Total,
2020,TO,1703602,0,Indireta,0,Somente comissionados,Total,
2020,TO,1703602,0,Indireta,0,Estagiários,Total,
2020,TO,1703602,0,Indireta,0,Sem vínculo permanente,Total,
2021,TO,1703602,0,Direta,0,Estatutários,Total,192
2021,TO,1703602,0,Direta,0,Celetistas,Total,0
2021,TO,1703602,0,Direta,0,Somente comissionados,Total,28
2021,TO,1703602,0,Direta,0,Estagiários,Total,0
2021,TO,1703602,0,Direta,0,Sem vínculo permanente,Total,38
2021,TO,1703602,0,Indireta,0,Estatutários,Total,
2021,TO,1703602,0,Indireta,0,Celetistas,Total,
2021,TO,1703602,0,Indireta,0,Somente comissionados,Total,
2021,TO,1703602,0,Indireta,0,Estagiários,Total,
2021,TO,1703602,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1703701,0,Direta,0,Estatutários,Total,211
2018,TO,1703701,0,Direta,0,Estatutários,Sem instrução,0
2018,TO,1703701,0,Direta,0,Estatutários,Ensino fundamental,0
2018,TO,1703701,0,Direta,0,Estatutários,Ensino médio,145
2018,TO,1703701,0,Direta,0,Estatutários,Ensino superior,65
2018,TO,1703701,0,Direta,0,Estatutários,Pós-graduação,1
2018,TO,1703701,0,Direta,0,Celetistas,Total,0
2018,TO,1703701,0,Direta,0,Celetistas,Sem instrução,0
2018,TO,1703701,0,Direta,0,Celetistas,Ensino fundamental,0
2018,TO,1703701,0,Direta,0,Celetistas,Ensino médio,0
2018,TO,1703701,0,Direta,0,Celetistas,Ensino superior,0
2018,TO,1703701,0,Direta,0,Celetistas,Pós-graduação,0
2018,TO,1703701,0,Direta,0,Somente comissionados,Total,43
2018,TO,1703701,0,Direta,0,Somente comissionados,Sem instrução,0
2018,TO,1703701,0,Direta,0,Somente comissionados,Ensino fundamental,0
2018,TO,1703701,0,Direta,0,Somente comissionados,Ensino médio,35
2018,TO,1703701,0,Direta,0,Somente comissionados,Ensino superior,6
2018,TO,1703701,0,Direta,0,Somente comissionados,Pós-graduação,2
2018,TO,1703701,0,Direta,0,Estagiários,Total,0
2018,TO,1703701,0,Direta,0,Estagiários,Ensino fundamental,0
2018,TO,1703701,0,Direta,0,Estagiários,Ensino médio,0
2018,TO,1703701,0,Direta,0,Estagiários,Ensino superior,0
2018,TO,1703701,0,Direta,0,Estagiários,Pós-graduação,0
2018,TO,1703701,0,Direta,0,Sem vínculo permanente,Total,24
2018,TO,1703701,0,Direta,0,Sem vínculo permanente,Sem instrução,0
2018,TO,1703701,0,Direta,0,Sem vínculo permanente,Ensino fundamental,0
2018,TO,1703701,0,Direta,0,Sem vínculo permanente,Ensino médio,21
2018,TO,1703701,0,Direta,0,Sem vínculo permanente,Ensino superior,3
2018,TO,1703701,0,Direta,0,Sem vínculo permanente,Pós-graduação,0
2018,TO,1703701,0,Indireta,0,Estatutários,Total,
2018,TO,1703701,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1703701,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1703701,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1703701,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1703701,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1703701,0,Indireta,0,Celetistas,Total,
2018,TO,1703701,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1703701,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1703701,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1703701,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1703701,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1703701,0,Indireta,0,Somente comissionados,Total,
2018,TO,1703701,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1703701,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1703701,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1703701,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1703701,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1703701,0,Indireta,0,Estagiários,Total,
2018,TO,1703701,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1703701,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1703701,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1703701,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1703701,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1703701,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1703701,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1703701,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1703701,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1703701,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1703701,0,Direta,0,Estatutários,Total,207
2019,TO,1703701,0,Direta,0,Celetistas,Total,0
2019,TO,1703701,0,Direta,0,Somente comissionados,Total,45
2019,TO,1703701,0,Direta,0,Estagiários,Total,0
2019,TO,1703701,0,Direta,0,Sem vínculo permanente,Total,33
2019,TO,1703701,0,Indireta,0,Estatutários,Total,
2019,TO,1703701,0,Indireta,0,Celetistas,Total,
2019,TO,1703701,0,Indireta,0,Somente comissionados,Total,
2019,TO,1703701,0,Indireta,0,Estagiários,Total,
2019,TO,1703701,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1703701,0,Direta,0,Estatutários,Total,142
2020,TO,1703701,0,Direta,0,Celetistas,Total,0
2020,TO,1703701,0,Direta,0,Somente comissionados,Total,34
2020,TO,1703701,0,Direta,0,Estagiários,Total,0
2020,TO,1703701,0,Direta,0,Sem vínculo permanente,Total,128
2020,TO,1703701,0,Indireta,0,Estatutários,Total,
2020,TO,1703701,0,Indireta,0,Celetistas,Total,
2020,TO,1703701,0,Indireta,0,Somente comissionados,Total,
2020,TO,1703701,0,Indireta,0,Estagiários,Total,
2020,TO,1703701,0,Indireta,0,Sem vínculo permanente,Total,
2021,TO,1703701,0,Direta,0,Estatutários,Total,235
2021,TO,1703701,0,Direta,0,Celetistas,Total,0
2021,TO,1703701,0,Direta,0,Somente comissionados,Total,65
2021,TO,1703701,0,Direta,0,Estagiários,Total,0
2021,TO,1703701,0,Direta,0,Sem vínculo permanente,Total,17
2021,TO,1703701,0,Indireta,0,Estatutários,Total,
2021,TO,1703701,0,Indireta,0,Celetistas,Total,
2021,TO,1703701,0,Indireta,0,Somente comissionados,Total,
2021,TO,1703701,0,Indireta,0,Estagiários,Total,
2021,TO,1703701,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1703800,0,Direta,0,Estatutários,Total,351
2018,TO,1703800,0,Direta,0,Estatutários,Sem instrução,0
2018,TO,1703800,0,Direta,0,Estatutários,Ensino fundamental,49
2018,TO,1703800,0,Direta,0,Estatutários,Ensino médio,189
2018,TO,1703800,0,Direta,0,Estatutários,Ensino superior,88
2018,TO,1703800,0,Direta,0,Estatutários,Pós-graduação,25
2018,TO,1703800,0,Direta,0,Celetistas,Total,5
2018,TO,1703800,0,Direta,0,Celetistas,Sem instrução,0
2018,TO,1703800,0,Direta,0,Celetistas,Ensino fundamental,0
2018,TO,1703800,0,Direta,0,Celetistas,Ensino médio,5
2018,TO,1703800,0,Direta,0,Celetistas,Ensino superior,0
2018,TO,1703800,0,Direta,0,Celetistas,Pós-graduação,0
2018,TO,1703800,0,Direta,0,Somente comissionados,Total,39
2018,TO,1703800,0,Direta,0,Somente comissionados,Sem instrução,0
2018,TO,1703800,0,Direta,0,Somente comissionados,Ensino fundamental,3
2018,TO,1703800,0,Direta,0,Somente comissionados,Ensino médio,26
2018,TO,1703800,0,Direta,0,Somente comissionados,Ensino superior,10
2018,TO,1703800,0,Direta,0,Somente comissionados,Pós-graduação,0
2018,TO,1703800,0,Direta,0,Estagiários,Total,0
2018,TO,1703800,0,Direta,0,Estagiários,Ensino fundamental,0
2018,TO,1703800,0,Direta,0,Estagiários,Ensino médio,0
2018,TO,1703800,0,Direta,0,Estagiários,Ensino superior,0
2018,TO,1703800,0,Direta,0,Estagiários,Pós-graduação,0
2018,TO,1703800,0,Direta,0,Sem vínculo permanente,Total,106
2018,TO,1703800,0,Direta,0,Sem vínculo permanente,Sem instrução,0
2018,TO,1703800,0,Direta,0,Sem vínculo permanente,Ensino fundamental,28
2018,TO,1703800,0,Direta,0,Sem vínculo permanente,Ensino médio,63
2018,TO,1703800,0,Direta,0,Sem vínculo permanente,Ensino superior,15
2018,TO,1703800,0,Direta,0,Sem vínculo permanente,Pós-graduação,0
2018,TO,1703800,0,Indireta,0,Estatutários,Total,
2018,TO,1703800,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1703800,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1703800,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1703800,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1703800,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1703800,0,Indireta,0,Celetistas,Total,
2018,TO,1703800,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1703800,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1703800,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1703800,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1703800,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1703800,0,Indireta,0,Somente comissionados,Total,
2018,TO,1703800,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1703800,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1703800,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1703800,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1703800,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1703800,0,Indireta,0,Estagiários,Total,
2018,TO,1703800,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1703800,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1703800,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1703800,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1703800,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1703800,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1703800,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1703800,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1703800,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1703800,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1703800,0,Direta,0,Estatutários,Total,330
2019,TO,1703800,0,Direta,0,Celetistas,Total,0
2019,TO,1703800,0,Direta,0,Somente comissionados,Total,39
2019,TO,1703800,0,Direta,0,Estagiários,Total,0
2019,TO,1703800,0,Direta,0,Sem vínculo permanente,Total,106
2019,TO,1703800,0,Indireta,0,Estatutários,Total,
2019,TO,1703800,0,Indireta,0,Celetistas,Total,
2019,TO,1703800,0,Indireta,0,Somente comissionados,Total,
2019,TO,1703800,0,Indireta,0,Estagiários,Total,
2019,TO,1703800,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1703800,0,Direta,0,Estatutários,Total,344
2020,TO,1703800,0,Direta,0,Celetistas,Total,0
2020,TO,1703800,0,Direta,0,Somente comissionados,Total,35
2020,TO,1703800,0,Direta,0,Estagiários,Total,0
2020,TO,1703800,0,Direta,0,Sem vínculo permanente,Total,183
2020,TO,1703800,0,Indireta,0,Estatutários,Total,
2020,TO,1703800,0,Indireta,0,Celetistas,Total,
2020,TO,1703800,0,Indireta,0,Somente comissionados,Total,
2020,TO,1703800,0,Indireta,0,Estagiários,Total,
2020,TO,1703800,0,Indireta,0,Sem vínculo permanente,Total,
2021,TO,1703800,0,Direta,0,Estatutários,Total,321
2021,TO,1703800,0,Direta,0,Celetistas,Total,0
2021,TO,1703800,0,Direta,0,Somente comissionados,Total,36
2021,TO,1703800,0,Direta,0,Estagiários,Total,0
2021,TO,1703800,0,Direta,0,Sem vínculo permanente,Total,211
2021,TO,1703800,0,Indireta,0,Estatutários,Total,
2021,TO,1703800,0,Indireta,0,Celetistas,Total,
2021,TO,1703800,0,Indireta,0,Somente comissionados,Total,
2021,TO,1703800,0,Indireta,0,Estagiários,Total,
2021,TO,1703800,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1703826,0,Direta,0,Estatutários,Total,110
2018,TO,1703826,0,Direta,0,Estatutários,Sem instrução,0
2018,TO,1703826,0,Direta,0,Estatutários,Ensino fundamental,40
2018,TO,1703826,0,Direta,0,Estatutários,Ensino médio,42
2018,TO,1703826,0,Direta,0,Estatutários,Ensino superior,28
2018,TO,1703826,0,Direta,0,Estatutários,Pós-graduação,0
2018,TO,1703826,0,Direta,0,Celetistas,Total,0
2018,TO,1703826,0,Direta,0,Celetistas,Sem instrução,0
2018,TO,1703826,0,Direta,0,Celetistas,Ensino fundamental,0
2018,TO,1703826,0,Direta,0,Celetistas,Ensino médio,0
2018,TO,1703826,0,Direta,0,Celetistas,Ensino superior,0
2018,TO,1703826,0,Direta,0,Celetistas,Pós-graduação,0
2018,TO,1703826,0,Direta,0,Somente comissionados,Total,50
2018,TO,1703826,0,Direta,0,Somente comissionados,Sem instrução,0
2018,TO,1703826,0,Direta,0,Somente comissionados,Ensino fundamental,14
2018,TO,1703826,0,Direta,0,Somente comissionados,Ensino médio,20
2018,TO,1703826,0,Direta,0,Somente comissionados,Ensino superior,16
2018,TO,1703826,0,Direta,0,Somente comissionados,Pós-graduação,0
2018,TO,1703826,0,Direta,0,Estagiários,Total,0
2018,TO,1703826,0,Direta,0,Estagiários,Ensino fundamental,0
2018,TO,1703826,0,Direta,0,Estagiários,Ensino médio,0
2018,TO,1703826,0,Direta,0,Estagiários,Ensino superior,0
2018,TO,1703826,0,Direta,0,Estagiários,Pós-graduação,0
2018,TO,1703826,0,Direta,0,Sem vínculo permanente,Total,0
2018,TO,1703826,0,Direta,0,Sem vínculo permanente,Sem instrução,0
2018,TO,1703826,0,Direta,0,Sem vínculo permanente,Ensino fundamental,0
2018,TO,1703826,0,Direta,0,Sem vínculo permanente,Ensino médio,0
2018,TO,1703826,0,Direta,0,Sem vínculo permanente,Ensino superior,0
2018,TO,1703826,0,Direta,0,Sem vínculo permanente,Pós-graduação,0
2018,TO,1703826,0,Indireta,0,Estatutários,Total,
2018,TO,1703826,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1703826,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1703826,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1703826,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1703826,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1703826,0,Indireta,0,Celetistas,Total,
2018,TO,1703826,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1703826,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1703826,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1703826,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1703826,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1703826,0,Indireta,0,Somente comissionados,Total,
2018,TO,1703826,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1703826,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1703826,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1703826,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1703826,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1703826,0,Indireta,0,Estagiários,Total,
2018,TO,1703826,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1703826,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1703826,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1703826,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1703826,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1703826,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1703826,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1703826,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1703826,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1703826,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1703826,0,Direta,0,Estatutários,Total,115
2019,TO,1703826,0,Direta,0,Celetistas,Total,0
2019,TO,1703826,0,Direta,0,Somente comissionados,Total,15
2019,TO,1703826,0,Direta,0,Estagiários,Total,0
2019,TO,1703826,0,Direta,0,Sem vínculo permanente,Total,73
2019,TO,1703826,0,Indireta,0,Estatutários,Total,
2019,TO,1703826,0,Indireta,0,Celetistas,Total,
2019,TO,1703826,0,Indireta,0,Somente comissionados,Total,
2019,TO,1703826,0,Indireta,0,Estagiários,Total,
2019,TO,1703826,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1703826,0,Direta,0,Estatutários,Total,128
2020,TO,1703826,0,Direta,0,Celetistas,Total,0
2020,TO,1703826,0,Direta,0,Somente comissionados,Total,96
2020,TO,1703826,0,Direta,0,Estagiários,Total,0
2020,TO,1703826,0,Direta,0,Sem vínculo permanente,Total,68
2020,TO,1703826,0,Indireta,0,Estatutários,Total,
2020,TO,1703826,0,Indireta,0,Celetistas,Total,
2020,TO,1703826,0,Indireta,0,Somente comissionados,Total,
2020,TO,1703826,0,Indireta,0,Estagiários,Total,
2020,TO,1703826,0,Indireta,0,Sem vínculo permanente,Total,
2021,TO,1703826,0,Direta,0,Estatutários,Total,124
2021,TO,1703826,0,Direta,0,Celetistas,Total,0
2021,TO,1703826,0,Direta,0,Somente comissionados,Total,62
2021,TO,1703826,0,Direta,0,Estagiários,Total,0
2021,TO,1703826,0,Direta,0,Sem vínculo permanente,Total,26
2021,TO,1703826,0,Indireta,0,Estatutários,Total,
2021,TO,1703826,0,Indireta,0,Celetistas,Total,
2021,TO,1703826,0,Indireta,0,Somente comissionados,Total,
2021,TO,1703826,0,Indireta,0,Estagiários,Total,
2021,TO,1703826,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1703842,0,Direta,0,Estatutários,Total,220
2018,TO,1703842,0,Direta,0,Estatutários,Sem instrução,
2018,TO,1703842,0,Direta,0,Estatutários,Ensino fundamental,
2018,TO,1703842,0,Direta,0,Estatutários,Ensino médio,
2018,TO,1703842,0,Direta,0,Estatutários,Ensino superior,
2018,TO,1703842,0,Direta,0,Estatutários,Pós-graduação,
2018,TO,1703842,0,Direta,0,Celetistas,Total,0
