ano,sigla_uf,id_municipio,recusa,tipo_administracao,existencia_adm_indireta,tipo_vinculo,escolaridade,quantidade_vinculo
2018,TO,1718204,0,Direta,0,Estagiários,Pós-graduação,
2018,TO,1718204,0,Direta,0,Sem vínculo permanente,Total,1224
2018,TO,1718204,0,Direta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1718204,0,Direta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1718204,0,Direta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1718204,0,Direta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1718204,0,Direta,0,Sem vínculo permanente,Pós-graduação,
2018,TO,1718204,0,Indireta,0,Estatutários,Total,
2018,TO,1718204,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1718204,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1718204,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1718204,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1718204,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1718204,0,Indireta,0,Celetistas,Total,
2018,TO,1718204,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1718204,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1718204,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1718204,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1718204,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1718204,0,Indireta,0,Somente comissionados,Total,
2018,TO,1718204,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1718204,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1718204,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1718204,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1718204,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1718204,0,Indireta,0,Estagiários,Total,
2018,TO,1718204,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1718204,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1718204,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1718204,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1718204,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1718204,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1718204,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1718204,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1718204,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1718204,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1718204,0,Direta,0,Estatutários,Total,1212
2019,TO,1718204,0,Direta,0,Celetistas,Total,0
2019,TO,1718204,0,Direta,0,Somente comissionados,Total,207
2019,TO,1718204,0,Direta,0,Estagiários,Total,0
2019,TO,1718204,0,Direta,0,Sem vínculo permanente,Total,1340
2019,TO,1718204,0,Indireta,0,Estatutários,Total,
2019,TO,1718204,0,Indireta,0,Celetistas,Total,
2019,TO,1718204,0,Indireta,0,Somente comissionados,Total,
2019,TO,1718204,0,Indireta,0,Estagiários,Total,
2019,TO,1718204,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1718204,0,Direta,0,Estatutários,Total,1375
2020,TO,1718204,0,Direta,0,Celetistas,Total,0
2020,TO,1718204,0,Direta,0,Somente comissionados,Total,243
2020,TO,1718204,0,Direta,0,Estagiários,Total,0
2020,TO,1718204,0,Direta,0,Sem vínculo permanente,Total,1510
2020,TO,1718204,0,Indireta,0,Estatutários,Total,
2020,TO,1718204,0,Indireta,0,Celetistas,Total,
2020,TO,1718204,0,Indireta,0,Somente comissionados,Total,
2020,TO,1718204,0,Indireta,0,Estagiários,Total,
2020,TO,1718204,0,Indireta,0,Sem vínculo permanente,Total,
2021,TO,1718204,0,Direta,0,Estatutários,Total,1715
2021,TO,1718204,0,Direta,0,Celetistas,Total,0
2021,TO,1718204,0,Direta,0,Somente comissionados,Total,225
2021,TO,1718204,0,Direta,0,Estagiários,Total,0
2021,TO,1718204,0,Direta,0,Sem vínculo permanente,Total,1554
2021,TO,1718204,0,Indireta,0,Estatutários,Total,
2021,TO,1718204,0,Indireta,0,Celetistas,Total,
2021,TO,1718204,0,Indireta,0,Somente comissionados,Total,
2021,TO,1718204,0,Indireta,0,Estagiários,Total,
2021,TO,1718204,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1718303,0,Direta,0,Estatutários,Total,246
2018,TO,1718303,0,Direta,0,Estatutários,Sem instrução,12
2018,TO,1718303,0,Direta,0,Estatutários,Ensino fundamental,8
2018,TO,1718303,0,Direta,0,Estatutários,Ensino médio,90
2018,TO,1718303,0,Direta,0,Estatutários,Ensino superior,118
2018,TO,1718303,0,Direta,0,Estatutários,Pós-graduação,18
2018,TO,1718303,0,Direta,0,Celetistas,Total,0
2018,TO,1718303,0,Direta,0,Celetistas,Sem instrução,0
2018,TO,1718303,0,Direta,0,Celetistas,Ensino fundamental,0
2018,TO,1718303,0,Direta,0,Celetistas,Ensino médio,0
2018,TO,1718303,0,Direta,0,Celetistas,Ensino superior,0
2018,TO,1718303,0,Direta,0,Celetistas,Pós-graduação,0
2018,TO,1718303,0,Direta,0,Somente comissionados,Total,29
2018,TO,1718303,0,Direta,0,Somente comissionados,Sem instrução,0
2018,TO,1718303,0,Direta,0,Somente comissionados,Ensino fundamental,2
2018,TO,1718303,0,Direta,0,Somente comissionados,Ensino médio,12
2018,TO,1718303,0,Direta,0,Somente comissionados,Ensino superior,11
2018,TO,1718303,0,Direta,0,Somente comissionados,Pós-graduação,4
2018,TO,1718303,0,Direta,0,Estagiários,Total,0
2018,TO,1718303,0,Direta,0,Estagiários,Ensino fundamental,0
2018,TO,1718303,0,Direta,0,Estagiários,Ensino médio,0
2018,TO,1718303,0,Direta,0,Estagiários,Ensino superior,0
2018,TO,1718303,0,Direta,0,Estagiários,Pós-graduação,0
2018,TO,1718303,0,Direta,0,Sem vínculo permanente,Total,186
2018,TO,1718303,0,Direta,0,Sem vínculo permanente,Sem instrução,10
2018,TO,1718303,0,Direta,0,Sem vínculo permanente,Ensino fundamental,21
2018,TO,1718303,0,Direta,0,Sem vínculo permanente,Ensino médio,99
2018,TO,1718303,0,Direta,0,Sem vínculo permanente,Ensino superior,56
2018,TO,1718303,0,Direta,0,Sem vínculo permanente,Pós-graduação,0
2018,TO,1718303,0,Indireta,0,Estatutários,Total,
2018,TO,1718303,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1718303,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1718303,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1718303,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1718303,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1718303,0,Indireta,0,Celetistas,Total,
2018,TO,1718303,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1718303,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1718303,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1718303,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1718303,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1718303,0,Indireta,0,Somente comissionados,Total,
2018,TO,1718303,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1718303,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1718303,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1718303,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1718303,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1718303,0,Indireta,0,Estagiários,Total,
2018,TO,1718303,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1718303,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1718303,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1718303,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1718303,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1718303,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1718303,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1718303,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1718303,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1718303,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1718303,0,Direta,0,Estatutários,Total,296
2019,TO,1718303,0,Direta,0,Celetistas,Total,0
2019,TO,1718303,0,Direta,0,Somente comissionados,Total,46
2019,TO,1718303,0,Direta,0,Estagiários,Total,0
2019,TO,1718303,0,Direta,0,Sem vínculo permanente,Total,146
2019,TO,1718303,0,Indireta,0,Estatutários,Total,
2019,TO,1718303,0,Indireta,0,Celetistas,Total,
2019,TO,1718303,0,Indireta,0,Somente comissionados,Total,
2019,TO,1718303,0,Indireta,0,Estagiários,Total,
2019,TO,1718303,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1718303,0,Direta,1,Estatutários,Total,290
2020,TO,1718303,0,Direta,1,Celetistas,Total,0
2020,TO,1718303,0,Direta,1,Somente comissionados,Total,106
2020,TO,1718303,0,Direta,1,Estagiários,Total,0
2020,TO,1718303,0,Direta,1,Sem vínculo permanente,Total,0
2020,TO,1718303,0,Indireta,1,Estatutários,Total,0
2020,TO,1718303,0,Indireta,1,Celetistas,Total,0
2020,TO,1718303,0,Indireta,1,Somente comissionados,Total,0
2020,TO,1718303,0,Indireta,1,Estagiários,Total,0
2020,TO,1718303,0,Indireta,1,Sem vínculo permanente,Total,5
2021,TO,1718303,0,Direta,0,Estatutários,Total,279
2021,TO,1718303,0,Direta,0,Celetistas,Total,0
2021,TO,1718303,0,Direta,0,Somente comissionados,Total,277
2021,TO,1718303,0,Direta,0,Estagiários,Total,1
2021,TO,1718303,0,Direta,0,Sem vínculo permanente,Total,0
2021,TO,1718303,0,Indireta,0,Estatutários,Total,
2021,TO,1718303,0,Indireta,0,Celetistas,Total,
2021,TO,1718303,0,Indireta,0,Somente comissionados,Total,
2021,TO,1718303,0,Indireta,0,Estagiários,Total,
2021,TO,1718303,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1718402,0,Direta,0,Estatutários,Total,127
2018,TO,1718402,0,Direta,0,Estatutários,Sem instrução,5
2018,TO,1718402,0,Direta,0,Estatutários,Ensino fundamental,5
2018,TO,1718402,0,Direta,0,Estatutários,Ensino médio,94
2018,TO,1718402,0,Direta,0,Estatutários,Ensino superior,23
2018,TO,1718402,0,Direta,0,Estatutários,Pós-graduação,0
2018,TO,1718402,0,Direta,0,Celetistas,Total,0
2018,TO,1718402,0,Direta,0,Celetistas,Sem instrução,0
2018,TO,1718402,0,Direta,0,Celetistas,Ensino fundamental,0
2018,TO,1718402,0,Direta,0,Celetistas,Ensino médio,0
2018,TO,1718402,0,Direta,0,Celetistas,Ensino superior,0
2018,TO,1718402,0,Direta,0,Celetistas,Pós-graduação,0
2018,TO,1718402,0,Direta,0,Somente comissionados,Total,25
2018,TO,1718402,0,Direta,0,Somente comissionados,Sem instrução,0
2018,TO,1718402,0,Direta,0,Somente comissionados,Ensino fundamental,4
2018,TO,1718402,0,Direta,0,Somente comissionados,Ensino médio,10
2018,TO,1718402,0,Direta,0,Somente comissionados,Ensino superior,10
2018,TO,1718402,0,Direta,0,Somente comissionados,Pós-graduação,1
2018,TO,1718402,0,Direta,0,Estagiários,Total,0
2018,TO,1718402,0,Direta,0,Estagiários,Ensino fundamental,0
2018,TO,1718402,0,Direta,0,Estagiários,Ensino médio,0
2018,TO,1718402,0,Direta,0,Estagiários,Ensino superior,0
2018,TO,1718402,0,Direta,0,Estagiários,Pós-graduação,0
2018,TO,1718402,0,Direta,0,Sem vínculo permanente,Total,73
2018,TO,1718402,0,Direta,0,Sem vínculo permanente,Sem instrução,3
2018,TO,1718402,0,Direta,0,Sem vínculo permanente,Ensino fundamental,8
2018,TO,1718402,0,Direta,0,Sem vínculo permanente,Ensino médio,54
2018,TO,1718402,0,Direta,0,Sem vínculo permanente,Ensino superior,8
2018,TO,1718402,0,Direta,0,Sem vínculo permanente,Pós-graduação,0
2018,TO,1718402,0,Indireta,0,Estatutários,Total,
2018,TO,1718402,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1718402,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1718402,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1718402,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1718402,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1718402,0,Indireta,0,Celetistas,Total,
2018,TO,1718402,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1718402,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1718402,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1718402,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1718402,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1718402,0,Indireta,0,Somente comissionados,Total,
2018,TO,1718402,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1718402,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1718402,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1718402,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1718402,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1718402,0,Indireta,0,Estagiários,Total,
2018,TO,1718402,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1718402,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1718402,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1718402,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1718402,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1718402,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1718402,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1718402,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1718402,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1718402,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1718402,0,Direta,0,Estatutários,Total,123
2019,TO,1718402,0,Direta,0,Celetistas,Total,0
2019,TO,1718402,0,Direta,0,Somente comissionados,Total,25
2019,TO,1718402,0,Direta,0,Estagiários,Total,0
2019,TO,1718402,0,Direta,0,Sem vínculo permanente,Total,83
2019,TO,1718402,0,Indireta,0,Estatutários,Total,
2019,TO,1718402,0,Indireta,0,Celetistas,Total,
2019,TO,1718402,0,Indireta,0,Somente comissionados,Total,
2019,TO,1718402,0,Indireta,0,Estagiários,Total,
2019,TO,1718402,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1718402,0,Direta,0,Estatutários,Total,128
2020,TO,1718402,0,Direta,0,Celetistas,Total,0
2020,TO,1718402,0,Direta,0,Somente comissionados,Total,25
2020,TO,1718402,0,Direta,0,Estagiários,Total,0
2020,TO,1718402,0,Direta,0,Sem vínculo permanente,Total,90
2020,TO,1718402,0,Indireta,0,Estatutários,Total,
2020,TO,1718402,0,Indireta,0,Celetistas,Total,
2020,TO,1718402,0,Indireta,0,Somente comissionados,Total,
2020,TO,1718402,0,Indireta,0,Estagiários,Total,
2020,TO,1718402,0,Indireta,0,Sem vínculo permanente,Total,
2021,TO,1718402,0,Direta,0,Estatutários,Total,162
2021,TO,1718402,0,Direta,0,Celetistas,Total,0
2021,TO,1718402,0,Direta,0,Somente comissionados,Total,20
2021,TO,1718402,0,Direta,0,Estagiários,Total,0
2021,TO,1718402,0,Direta,0,Sem vínculo permanente,Total,74
2021,TO,1718402,0,Indireta,0,Estatutários,Total,
2021,TO,1718402,0,Indireta,0,Celetistas,Total,
2021,TO,1718402,0,Indireta,0,Somente comissionados,Total,
2021,TO,1718402,0,Indireta,0,Estagiários,Total,
2021,TO,1718402,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1718451,0,Direta,0,Estatutários,Total,117
2018,TO,1718451,0,Direta,0,Estatutários,Sem instrução,0
2018,TO,1718451,0,Direta,0,Estatutários,Ensino fundamental,81
2018,TO,1718451,0,Direta,0,Estatutários,Ensino médio,28
2018,TO,1718451,0,Direta,0,Estatutários,Ensino superior,8
2018,TO,1718451,0,Direta,0,Estatutários,Pós-graduação,0
2018,TO,1718451,0,Direta,0,Celetistas,Total,10
2018,TO,1718451,0,Direta,0,Celetistas,Sem instrução,0
2018,TO,1718451,0,Direta,0,Celetistas,Ensino fundamental,0
2018,TO,1718451,0,Direta,0,Celetistas,Ensino médio,10
2018,TO,1718451,0,Direta,0,Celetistas,Ensino superior,0
2018,TO,1718451,0,Direta,0,Celetistas,Pós-graduação,0
2018,TO,1718451,0,Direta,0,Somente comissionados,Total,30
2018,TO,1718451,0,Direta,0,Somente comissionados,Sem instrução,0
2018,TO,1718451,0,Direta,0,Somente comissionados,Ensino fundamental,8
2018,TO,1718451,0,Direta,0,Somente comissionados,Ensino médio,12
2018,TO,1718451,0,Direta,0,Somente comissionados,Ensino superior,10
2018,TO,1718451,0,Direta,0,Somente comissionados,Pós-graduação,0
2018,TO,1718451,0,Direta,0,Estagiários,Total,0
2018,TO,1718451,0,Direta,0,Estagiários,Ensino fundamental,0
2018,TO,1718451,0,Direta,0,Estagiários,Ensino médio,0
2018,TO,1718451,0,Direta,0,Estagiários,Ensino superior,0
2018,TO,1718451,0,Direta,0,Estagiários,Pós-graduação,0
2018,TO,1718451,0,Direta,0,Sem vínculo permanente,Total,55
2018,TO,1718451,0,Direta,0,Sem vínculo permanente,Sem instrução,0
2018,TO,1718451,0,Direta,0,Sem vínculo permanente,Ensino fundamental,12
2018,TO,1718451,0,Direta,0,Sem vínculo permanente,Ensino médio,39
2018,TO,1718451,0,Direta,0,Sem vínculo permanente,Ensino superior,4
2018,TO,1718451,0,Direta,0,Sem vínculo permanente,Pós-graduação,0
2018,TO,1718451,0,Indireta,0,Estatutários,Total,
2018,TO,1718451,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1718451,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1718451,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1718451,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1718451,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1718451,0,Indireta,0,Celetistas,Total,
2018,TO,1718451,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1718451,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1718451,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1718451,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1718451,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1718451,0,Indireta,0,Somente comissionados,Total,
2018,TO,1718451,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1718451,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1718451,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1718451,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1718451,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1718451,0,Indireta,0,Estagiários,Total,
2018,TO,1718451,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1718451,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1718451,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1718451,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1718451,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1718451,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1718451,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1718451,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1718451,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1718451,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1718451,0,Direta,0,Estatutários,Total,117
2019,TO,1718451,0,Direta,0,Celetistas,Total,0
2019,TO,1718451,0,Direta,0,Somente comissionados,Total,37
2019,TO,1718451,0,Direta,0,Estagiários,Total,0
2019,TO,1718451,0,Direta,0,Sem vínculo permanente,Total,95
2019,TO,1718451,0,Indireta,0,Estatutários,Total,
2019,TO,1718451,0,Indireta,0,Celetistas,Total,
2019,TO,1718451,0,Indireta,0,Somente comissionados,Total,
2019,TO,1718451,0,Indireta,0,Estagiários,Total,
2019,TO,1718451,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1718451,1,Direta,,Estatutários,Total,
2020,TO,1718451,1,Direta,,Celetistas,Total,
2020,TO,1718451,1,Direta,,Somente comissionados,Total,
2020,TO,1718451,1,Direta,,Estagiários,Total,
2020,TO,1718451,1,Direta,,Sem vínculo permanente,Total,
2020,TO,1718451,1,Indireta,,Estatutários,Total,
2020,TO,1718451,1,Indireta,,Celetistas,Total,
2020,TO,1718451,1,Indireta,,Somente comissionados,Total,
2020,TO,1718451,1,Indireta,,Estagiários,Total,
2020,TO,1718451,1,Indireta,,Sem vínculo permanente,Total,
2021,TO,1718451,0,Direta,0,Estatutários,Total,107
2021,TO,1718451,0,Direta,0,Celetistas,Total,0
2021,TO,1718451,0,Direta,0,Somente comissionados,Total,47
2021,TO,1718451,0,Direta,0,Estagiários,Total,0
2021,TO,1718451,0,Direta,0,Sem vínculo permanente,Total,114
2021,TO,1718451,0,Indireta,0,Estatutários,Total,
2021,TO,1718451,0,Indireta,0,Celetistas,Total,
2021,TO,1718451,0,Indireta,0,Somente comissionados,Total,
2021,TO,1718451,0,Indireta,0,Estagiários,Total,
2021,TO,1718451,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1718501,0,Direta,0,Estatutários,Total,152
2018,TO,1718501,0,Direta,0,Estatutários,Sem instrução,0
2018,TO,1718501,0,Direta,0,Estatutários,Ensino fundamental,22
2018,TO,1718501,0,Direta,0,Estatutários,Ensino médio,50
2018,TO,1718501,0,Direta,0,Estatutários,Ensino superior,80
2018,TO,1718501,0,Direta,0,Estatutários,Pós-graduação,0
2018,TO,1718501,0,Direta,0,Celetistas,Total,0
2018,TO,1718501,0,Direta,0,Celetistas,Sem instrução,0
2018,TO,1718501,0,Direta,0,Celetistas,Ensino fundamental,0
2018,TO,1718501,0,Direta,0,Celetistas,Ensino médio,0
2018,TO,1718501,0,Direta,0,Celetistas,Ensino superior,0
2018,TO,1718501,0,Direta,0,Celetistas,Pós-graduação,0
2018,TO,1718501,0,Direta,0,Somente comissionados,Total,90
2018,TO,1718501,0,Direta,0,Somente comissionados,Sem instrução,0
2018,TO,1718501,0,Direta,0,Somente comissionados,Ensino fundamental,0
2018,TO,1718501,0,Direta,0,Somente comissionados,Ensino médio,40
2018,TO,1718501,0,Direta,0,Somente comissionados,Ensino superior,50
2018,TO,1718501,0,Direta,0,Somente comissionados,Pós-graduação,0
2018,TO,1718501,0,Direta,0,Estagiários,Total,0
2018,TO,1718501,0,Direta,0,Estagiários,Ensino fundamental,0
2018,TO,1718501,0,Direta,0,Estagiários,Ensino médio,0
2018,TO,1718501,0,Direta,0,Estagiários,Ensino superior,0
2018,TO,1718501,0,Direta,0,Estagiários,Pós-graduação,0
2018,TO,1718501,0,Direta,0,Sem vínculo permanente,Total,20
2018,TO,1718501,0,Direta,0,Sem vínculo permanente,Sem instrução,0
2018,TO,1718501,0,Direta,0,Sem vínculo permanente,Ensino fundamental,0
2018,TO,1718501,0,Direta,0,Sem vínculo permanente,Ensino médio,15
2018,TO,1718501,0,Direta,0,Sem vínculo permanente,Ensino superior,5
2018,TO,1718501,0,Direta,0,Sem vínculo permanente,Pós-graduação,0
2018,TO,1718501,0,Indireta,0,Estatutários,Total,
2018,TO,1718501,0,Indireta,0,Estatutários,Sem instrução,
2018,TO,1718501,0,Indireta,0,Estatutários,Ensino fundamental,
2018,TO,1718501,0,Indireta,0,Estatutários,Ensino médio,
2018,TO,1718501,0,Indireta,0,Estatutários,Ensino superior,
2018,TO,1718501,0,Indireta,0,Estatutários,Pós-graduação,
2018,TO,1718501,0,Indireta,0,Celetistas,Total,
2018,TO,1718501,0,Indireta,0,Celetistas,Sem instrução,
2018,TO,1718501,0,Indireta,0,Celetistas,Ensino fundamental,
2018,TO,1718501,0,Indireta,0,Celetistas,Ensino médio,
2018,TO,1718501,0,Indireta,0,Celetistas,Ensino superior,
2018,TO,1718501,0,Indireta,0,Celetistas,Pós-graduação,
2018,TO,1718501,0,Indireta,0,Somente comissionados,Total,
2018,TO,1718501,0,Indireta,0,Somente comissionados,Sem instrução,
2018,TO,1718501,0,Indireta,0,Somente comissionados,Ensino fundamental,
2018,TO,1718501,0,Indireta,0,Somente comissionados,Ensino médio,
2018,TO,1718501,0,Indireta,0,Somente comissionados,Ensino superior,
2018,TO,1718501,0,Indireta,0,Somente comissionados,Pós-graduação,
2018,TO,1718501,0,Indireta,0,Estagiários,Total,
2018,TO,1718501,0,Indireta,0,Estagiários,Ensino fundamental,
2018,TO,1718501,0,Indireta,0,Estagiários,Ensino médio,
2018,TO,1718501,0,Indireta,0,Estagiários,Ensino superior,
2018,TO,1718501,0,Indireta,0,Estagiários,Pós-graduação,
2018,TO,1718501,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1718501,0,Indireta,0,Sem vínculo permanente,Sem instrução,
2018,TO,1718501,0,Indireta,0,Sem vínculo permanente,Ensino fundamental,
2018,TO,1718501,0,Indireta,0,Sem vínculo permanente,Ensino médio,
2018,TO,1718501,0,Indireta,0,Sem vínculo permanente,Ensino superior,
2018,TO,1718501,0,Indireta,0,Sem vínculo permanente,Pós-graduação,
2019,TO,1718501,0,Direta,0,Estatutários,Total,125
2019,TO,1718501,0,Direta,0,Celetistas,Total,0
2019,TO,1718501,0,Direta,0,Somente comissionados,Total,85
2019,TO,1718501,0,Direta,0,Estagiários,Total,0
2019,TO,1718501,0,Direta,0,Sem vínculo permanente,Total,12
2019,TO,1718501,0,Indireta,0,Estatutários,Total,
2019,TO,1718501,0,Indireta,0,Celetistas,Total,
2019,TO,1718501,0,Indireta,0,Somente comissionados,Total,
2019,TO,1718501,0,Indireta,0,Estagiários,Total,
2019,TO,1718501,0,Indireta,0,Sem vínculo permanente,Total,
2020,TO,1718501,0,Direta,0,Estatutários,Total,20
2020,TO,1718501,0,Direta,0,Celetistas,Total,0
2020,TO,1718501,0,Direta,0,Somente comissionados,Total,182
2020,TO,1718501,0,Direta,0,Estagiários,Total,0
2020,TO,1718501,0,Direta,0,Sem vínculo permanente,Total,0
2020,TO,1718501,0,Indireta,0,Estatutários,Total,
2020,TO,1718501,0,Indireta,0,Celetistas,Total,
2020,TO,1718501,0,Indireta,0,Somente comissionados,Total,
2020,TO,1718501,0,Indireta,0,Estagiários,Total,
2020,TO,1718501,0,Indireta,0,Sem vínculo permanente,Total,
2021,TO,1718501,0,Direta,0,Estatutários,Total,124
2021,TO,1718501,0,Direta,0,Celetistas,Total,0
2021,TO,1718501,0,Direta,0,Somente comissionados,Total,99
2021,TO,1718501,0,Direta,0,Estagiários,Total,0
2021,TO,1718501,0,Direta,0,Sem vínculo permanente,Total,39
2021,TO,1718501,0,Indireta,0,Estatutários,Total,
2021,TO,1718501,0,Indireta,0,Celetistas,Total,
2021,TO,1718501,0,Indireta,0,Somente comissionados,Total,
2021,TO,1718501,0,Indireta,0,Estagiários,Total,
2021,TO,1718501,0,Indireta,0,Sem vínculo permanente,Total,
2018,TO,1718550,0,Direta,0,Estatutários,Total,185
2018,TO,1718550,0,Direta,0,Estatutários,Sem instrução,0
2018,TO,1718550,0,Direta,0,Estatutários,Ensino fundamental,39
2018,TO,1718550,0,Direta,0,Estatutários,Ensino médio,53
2018,TO,1718550,0,Direta,0,Estatutários,Ensino superior,93
